body,bodyName,Type,subType,maxValue,isLandable,radius,materials,rings,gravity,terraformable,discoveredBy,discoveredDt,EDSM
24,"NGC 1027 Sector LR-W c1-0 6",Planet,"Gas giant with ammonia-based life",,,23806.73,,"2:Rocky,Icy",0.32,No,Kitsune75,"2023-02-15 15:44:59","https://www.edsm.net/en/system/bodies/id/20003216/name/NGC+1027+Sector+LR-W+c1-0/details/idB/431275070/nameB/NGC 1027 Sector LR-W c1-0 6 24"
27,"NGC 1027 Sector LR-W c1-0 6 a",Planet,"Icy body",,1,787.66,"Sulphur:27.83,Carbon:23.4,Phosphorus:14.98,Iron:12.01,Nickel:9.08,Chromium:5.4,Zinc:3.26,Arsenic:1.57,Cadmium:0.93,Molybdenum:0.78,Antimony:0.74",,0.05,No,Kitsune75,"2023-02-15 15:45:06","https://www.edsm.net/en/system/bodies/id/20003216/name/NGC+1027+Sector+LR-W+c1-0/details/idB/431275080/nameB/NGC 1027 Sector LR-W c1-0 6 a 27"
28,"NGC 1027 Sector LR-W c1-0 6 b",Planet,"Icy body",,1,456.43,"Sulphur:27.18,Carbon:22.85,Phosphorus:14.63,Iron:11.73,Nickel:8.87,Chromium:5.28,Selenium:4.25,Vanadium:2.88,Tellurium:0.89,Niobium:0.8,Tungsten:0.64",,0.03,No,Kitsune75,"2023-02-15 15:45:21","https://www.edsm.net/en/system/bodies/id/20003216/name/NGC+1027+Sector+LR-W+c1-0/details/idB/431275106/nameB/NGC 1027 Sector LR-W c1-0 6 b 28"
29,"NGC 1027 Sector LR-W c1-0 6 c",Planet,"Icy body",,1,546.82,"Sulphur:27.81,Carbon:23.39,Phosphorus:14.97,Iron:12.01,Nickel:9.08,Selenium:4.35,Germanium:3.51,Vanadium:2.95,Molybdenum:0.78,Tin:0.71,Technetium:0.43",,0.03,No,Kitsune75,"2023-02-15 15:45:18","https://www.edsm.net/en/system/bodies/id/20003216/name/NGC+1027+Sector+LR-W+c1-0/details/idB/431275099/nameB/NGC 1027 Sector LR-W c1-0 6 c 29"
30,"NGC 1027 Sector LR-W c1-0 7",Planet,"Class I gas giant",,,61641.57,,"2:Metal Rich,Icy",1.63,No,Nevendaar,"2019-08-17 21:32:05","https://www.edsm.net/en/system/bodies/id/20003216/name/NGC+1027+Sector+LR-W+c1-0/details/idB/131085214/nameB/NGC 1027 Sector LR-W c1-0 7 30"
33,"NGC 1027 Sector LR-W c1-0 7 a",Planet,"Icy body",,1,1342.57,"Sulphur:26.95,Carbon:22.66,Phosphorus:14.51,Iron:11.98,Nickel:9.06,Chromium:5.39,Selenium:4.22,Vanadium:2.94,Cadmium:0.93,Yttrium:0.72,Tungsten:0.66",,0.08,No,Kitsune75,"2023-02-15 15:44:27","https://www.edsm.net/en/system/bodies/id/20003216/name/NGC+1027+Sector+LR-W+c1-0/details/idB/431275018/nameB/NGC 1027 Sector LR-W c1-0 7 a 33"
34,"NGC 1027 Sector LR-W c1-0 7 b",Planet,"Icy body",,1,1306.50,"Sulphur:26.62,Carbon:22.38,Phosphorus:14.33,Iron:11.83,Nickel:8.95,Chromium:5.32,Manganese:4.89,Zinc:3.22,Cadmium:0.92,Niobium:0.81,Ruthenium:0.73",,0.08,No,Kitsune75,"2023-02-15 15:44:06","https://www.edsm.net/en/system/bodies/id/20003216/name/NGC+1027+Sector+LR-W+c1-0/details/idB/431274977/nameB/NGC 1027 Sector LR-W c1-0 7 b 34"
35,"NGC 1027 Sector LR-W c1-0 7 c",Planet,"Icy body",,1,1556.25,"Sulphur:26.96,Carbon:22.67,Phosphorus:14.52,Iron:11.99,Nickel:9.07,Chromium:5.39,Selenium:4.22,Vanadium:2.94,Tellurium:0.9,Niobium:0.82,Mercury:0.52",,0.09,No,Kitsune75,"2023-02-15 15:44:11","https://www.edsm.net/en/system/bodies/id/20003216/name/NGC+1027+Sector+LR-W+c1-0/details/idB/431274983/nameB/NGC 1027 Sector LR-W c1-0 7 c 35"
36,"NGC 1027 Sector LR-W c1-0 7 d",Planet,"Icy body",,1,1714.11,"Sulphur:26.71,Carbon:22.46,Phosphorus:14.38,Iron:11.94,Nickel:9.03,Chromium:5.37,Selenium:4.18,Germanium:3.46,Cadmium:0.93,Tellurium:0.9,Tungsten:0.66",,0.1,No,Kitsune75,"2023-02-15 15:44:30","https://www.edsm.net/en/system/bodies/id/20003216/name/NGC+1027+Sector+LR-W+c1-0/details/idB/431275022/nameB/NGC 1027 Sector LR-W c1-0 7 d 36"
37,"NGC 1027 Sector LR-W c1-0 7 e",Planet,"Icy body",,1,1431.03,"Sulphur:26.92,Carbon:22.64,Phosphorus:14.49,Iron:11.97,Nickel:9.05,Chromium:5.38,Selenium:4.21,Zinc:3.25,Niobium:0.82,Ruthenium:0.74,Mercury:0.52",,0.09,No,Kitsune75,"2023-02-15 15:44:24","https://www.edsm.net/en/system/bodies/id/20003216/name/NGC+1027+Sector+LR-W+c1-0/details/idB/431275008/nameB/NGC 1027 Sector LR-W c1-0 7 e 37"
38,"NGC 1027 Sector LR-W c1-0 7 f",Planet,"Icy body",,1,1554.53,"Sulphur:26.93,Carbon:22.64,Phosphorus:14.5,Iron:11.97,Nickel:9.05,Manganese:4.94,Selenium:4.21,Zinc:3.25,Tellurium:0.9,Niobium:0.82,Molybdenum:0.78",,0.09,No,Kitsune75,"2023-02-15 15:44:33","https://www.edsm.net/en/system/bodies/id/20003216/name/NGC+1027+Sector+LR-W+c1-0/details/idB/431275026/nameB/NGC 1027 Sector LR-W c1-0 7 f 38"
40,"NGC 1027 Sector LR-W c1-0 7 g",Planet,"Icy body",,1,1318.82,"Sulphur:26.39,Carbon:22.19,Phosphorus:14.21,Iron:11.73,Nickel:8.87,Chromium:5.28,Manganese:4.85,Selenium:4.13,Tellurium:0.88,Molybdenum:0.77,Tin:0.7",,0.08,No,Kitsune75,"2023-02-15 15:44:21","https://www.edsm.net/en/system/bodies/id/20003216/name/NGC+1027+Sector+LR-W+c1-0/details/idB/431275003/nameB/NGC 1027 Sector LR-W c1-0 7 g 40"
41,"NGC 1027 Sector LR-W c1-0 8",Planet,"Icy body",,,16906.29,,1:Icy,2.41,No,Kitsune75,"2023-02-15 15:42:52","https://www.edsm.net/en/system/bodies/id/20003216/name/NGC+1027+Sector+LR-W+c1-0/details/idB/431274881/nameB/NGC 1027 Sector LR-W c1-0 8 41"
