bodyId,bodyName,type,subType,isLandable,radius,materials,rings,gravity,terraformable,updateTime,discoveredBy,discoveredDt,EDSM
21,"NGC 2482 Sector XA-E b12-0 B 4 a",Planet,"Icy body",1,1545.08,"Sulphur:28.17,Carbon:23.68,Phosphorus:15.16,Iron:12.22,Nickel:9.24,Selenium:4.41,Zinc:3.32,Arsenic:1.45,Tellurium:0.84,Niobium:0.83,Tungsten:0.67",,0.09,No,"2024-07-11 14:16:47","CMDR Scott Fleming","2024-07-11 14:16:47",https://www.edsm.net/en/system/bodies/id/19163742/name/NGC+2482+Sector+XA-E+b12-0
22,"NGC 2482 Sector XA-E b12-0 B 5",Planet,"Icy body",1,5034.08,"Sulphur:24.05,Carbon:20.22,Iron:16.83,Phosphorus:12.95,Nickel:12.73,Zinc:4.57,Vanadium:4.13,Zirconium:1.95,Molybdenum:1.1,Antimony:0.75,Mercury:0.73",,0.39,No,"2024-07-11 14:16:35","CMDR Scott Fleming","2024-07-11 14:16:35",https://www.edsm.net/en/system/bodies/id/19163742/name/NGC+2482+Sector+XA-E+b12-0
23,"NGC 2482 Sector XA-E b12-0 B 5 a",Planet,"Icy body",1,2235.39,"Sulphur:26.99,Carbon:22.69,Phosphorus:14.53,Iron:11.71,Nickel:8.85,Chromium:5.26,Manganese:4.83,Germanium:3.11,Cadmium:0.91,Niobium:0.8,Polonium:0.31",,0.13,No,"2024-07-11 14:16:23","CMDR Scott Fleming","2024-07-11 14:16:23",https://www.edsm.net/en/system/bodies/id/19163742/name/NGC+2482+Sector+XA-E+b12-0
4,"NGC 2482 Sector XA-E b12-0 C",Star,"L (Brown dwarf) Star",0,0,,,0,0,"2024-07-11 14:15:50","CMDR Scott Fleming","2024-07-11 14:15:50",https://www.edsm.net/en/system/bodies/id/19163742/name/NGC+2482+Sector+XA-E+b12-0
25,"NGC 2482 Sector XA-E b12-0 C 1",Planet,"Icy body",1,4979.61,"Sulphur:23.28,Carbon:19.57,Iron:16.02,Phosphorus:12.53,Nickel:12.11,Chromium:7.2,Zinc:4.35,Zirconium:1.86,Molybdenum:1.05,Tin:1.04,Ruthenium:0.99",,0.38,No,"2024-07-11 14:17:52","CMDR Scott Fleming","2024-07-11 14:17:52",https://www.edsm.net/en/system/bodies/id/19163742/name/NGC+2482+Sector+XA-E+b12-0
26,"NGC 2482 Sector XA-E b12-0 C 2",Planet,"Icy body",1,4111.30,"Sulphur:22.96,Carbon:19.3,Iron:15.79,Phosphorus:12.36,Nickel:11.95,Manganese:6.52,Zinc:4.29,Selenium:3.59,Cadmium:1.23,Molybdenum:1.03,Ruthenium:0.98",,0.31,No,"2024-07-11 14:18:02","CMDR Scott Fleming","2024-07-11 14:18:02",https://www.edsm.net/en/system/bodies/id/19163742/name/NGC+2482+Sector+XA-E+b12-0
27,"NGC 2482 Sector XA-E b12-0 C 3",Planet,"Icy body",1,3270.11,"Sulphur:22.88,Carbon:19.24,Iron:15.74,Phosphorus:12.32,Nickel:11.91,Chromium:7.08,Zinc:4.28,Germanium:3.32,Cadmium:1.22,Niobium:1.08,Yttrium:0.94",,0.24,No,"2024-07-11 14:18:25","CMDR Scott Fleming","2024-07-11 14:18:25",https://www.edsm.net/en/system/bodies/id/19163742/name/NGC+2482+Sector+XA-E+b12-0
28,"NGC 2482 Sector XA-E b12-0 C 4",Planet,"Icy body",1,4530.71,"Sulphur:22.26,Carbon:18.72,Iron:15.45,Phosphorus:11.98,Nickel:11.69,Chromium:6.95,Manganese:6.38,Vanadium:3.79,Tin:1,Yttrium:0.92,Tungsten:0.85",,0.35,No,"2024-07-11 14:18:13","CMDR Scott Fleming","2024-07-11 14:18:13",https://www.edsm.net/en/system/bodies/id/19163742/name/NGC+2482+Sector+XA-E+b12-0
29,"NGC 2482 Sector XA-E b12-0 C 4 a",Planet,"Icy body",1,1612.24,"Sulphur:27.87,Carbon:23.44,Phosphorus:15.01,Iron:12.09,Nickel:9.14,Selenium:4.36,Germanium:3.21,Vanadium:2.97,Cadmium:0.94,Mercury:0.53,Technetium:0.43",,0.09,No,"2024-07-11 14:18:21","CMDR Scott Fleming","2024-07-11 14:18:21",https://www.edsm.net/en/system/bodies/id/19163742/name/NGC+2482+Sector+XA-E+b12-0
30,"NGC 2482 Sector XA-E b12-0 C 5",Planet,"Icy body",1,5692.54,"Sulphur:22.35,Carbon:18.8,Iron:15.38,Phosphorus:12.03,Nickel:11.63,Chromium:6.92,Manganese:6.35,Selenium:3.5,Cadmium:1.19,Tin:1,Tellurium:0.84",,0.45,No,"2024-07-11 14:18:33","CMDR Scott Fleming","2024-07-11 14:18:33",https://www.edsm.net/en/system/bodies/id/19163742/name/NGC+2482+Sector+XA-E+b12-0
31,"NGC 2482 Sector XA-E b12-0 C 6",Planet,"Icy body",1,6117.98,"Sulphur:22.27,Carbon:18.73,Iron:15.32,Phosphorus:11.99,Nickel:11.59,Chromium:6.89,Manganese:6.33,Vanadium:3.76,Cadmium:1.19,Molybdenum:1,Yttrium:0.92",,0.49,No,"2024-07-11 14:17:46","CMDR Scott Fleming","2024-07-11 14:17:46",https://www.edsm.net/en/system/bodies/id/19163742/name/NGC+2482+Sector+XA-E+b12-0
