body,bodyName,Type,subType,maxValue,isLandable,radius,materials,rings,gravity,terraformable,discoveredBy,discoveredDt,EDSM
15,"Skauduae GS-M b13-1 AB 9",Planet,"Icy body",,,"9,553",,,0.96,No,BST_RU,"2023-01-28 11:53:07","https://www.edsm.net/en/system/bodies/id/78790180/name/Skauduae+GS-M+b13-1/details/idB/428301125/nameB/Skauduae GS-M b13-1 AB 9 15"
16,"Skauduae GS-M b13-1 AB 10",Planet,"Class I gas giant",,,"58,230",,,1.04,No,BST_RU,"2023-01-28 11:52:23","https://www.edsm.net/en/system/bodies/id/78790180/name/Skauduae+GS-M+b13-1/details/idB/428301115/nameB/Skauduae GS-M b13-1 AB 10 16"
17,"Skauduae GS-M b13-1 AB 10 a",Planet,"Icy body",,1,711,"Carbon:22.83,Nickel:9.19,Germanium:3.5,Niobium:0.83,Tungsten:0.67",,0.04,No,BST_RU,"2023-01-28 11:52:35","https://www.edsm.net/en/system/bodies/id/78790180/name/Skauduae+GS-M+b13-1/details/idB/428301118/nameB/Skauduae GS-M b13-1 AB 10 a 17"
18,"Skauduae GS-M b13-1 AB 10 b",Planet,"Icy body",,1,490,"Carbon:22.6,Nickel:9.1",,0.03,No,BST_RU,"2023-01-28 11:52:27","https://www.edsm.net/en/system/bodies/id/78790180/name/Skauduae+GS-M+b13-1/details/idB/428301116/nameB/Skauduae GS-M b13-1 AB 10 b 18"
19,"Skauduae GS-M b13-1 AB 10 c",Planet,"Icy body",,1,636,"Carbon:22.48,Nickel:9.17,Cadmium:0.94",,0.04,No,BST_RU,"2023-01-28 11:52:31","https://www.edsm.net/en/system/bodies/id/78790180/name/Skauduae+GS-M+b13-1/details/idB/428301117/nameB/Skauduae GS-M b13-1 AB 10 c 19"
20,"Skauduae GS-M b13-1 AB 10 d",Planet,"Icy body",,1,848,"Carbon:23.22,Nickel:9.35,Vanadium:3.03,Arsenic:1.59,Niobium:0.84",,0.05,No,BST_RU,"2023-01-28 11:52:38","https://www.edsm.net/en/system/bodies/id/78790180/name/Skauduae+GS-M+b13-1/details/idB/428301119/nameB/Skauduae GS-M b13-1 AB 10 d 20"
21,"Skauduae GS-M b13-1 AB 11",Planet,"Class I gas giant",,,"30,817",,1:Icy,0.66,No,BST_RU,"2023-01-28 11:52:49","https://www.edsm.net/en/system/bodies/id/78790180/name/Skauduae+GS-M+b13-1/details/idB/428301120/nameB/Skauduae GS-M b13-1 AB 11 21"
23,"Skauduae GS-M b13-1 AB 11 a",Planet,"Icy body",,1,715,"Carbon:22.51,Nickel:9.06,Niobium:0.82",,0.04,No,BST_RU,"2023-01-28 11:53:02","https://www.edsm.net/en/system/bodies/id/78790180/name/Skauduae+GS-M+b13-1/details/idB/428301124/nameB/Skauduae GS-M b13-1 AB 11 a 23"
24,"Skauduae GS-M b13-1 AB 11 b",Planet,"Icy body",,1,889,"Carbon:22.86,Nickel:9.2,Germanium:3.5,Vanadium:2.99,Yttrium:0.73",,0.05,No,BST_RU,"2023-01-28 11:52:54","https://www.edsm.net/en/system/bodies/id/78790180/name/Skauduae+GS-M+b13-1/details/idB/428301121/nameB/Skauduae GS-M b13-1 AB 11 b 24"
25,"Skauduae GS-M b13-1 AB 11 c",Planet,"Icy body",,1,687,"Carbon:22.3,Nickel:8.98",,0.04,No,BST_RU,"2023-01-28 11:52:56","https://www.edsm.net/en/system/bodies/id/78790180/name/Skauduae+GS-M+b13-1/details/idB/428301122/nameB/Skauduae GS-M b13-1 AB 11 c 25"
26,"Skauduae GS-M b13-1 AB 11 d",Planet,"Icy body",,1,773,"Carbon:22.84,Nickel:9.19,Arsenic:1.56,Niobium:0.83",,0.05,No,BST_RU,"2023-01-28 11:52:59","https://www.edsm.net/en/system/bodies/id/78790180/name/Skauduae+GS-M+b13-1/details/idB/428301123/nameB/Skauduae GS-M b13-1 AB 11 d 26"
3,"Skauduae GS-M b13-1 B",Star,"M (Red dwarf) Star",,0,0,,,0,0,BST_RU,"2023-01-28 11:51:54","https://www.edsm.net/en/system/bodies/id/78790180/name/Skauduae+GS-M+b13-1/details/idB/428301107/nameB/Skauduae GS-M b13-1 B 3"
4,"Skauduae GS-M b13-1 C",Star,"L (Brown dwarf) Star",,0,0,,,0,0,BST_RU,"2023-01-28 11:52:01","https://www.edsm.net/en/system/bodies/id/78790180/name/Skauduae+GS-M+b13-1/details/idB/428301112/nameB/Skauduae GS-M b13-1 C 4"
31,"Skauduae GS-M b13-1 C 1",Planet,"Icy body",,1,"4,568","Carbon:19.22,Nickel:11.92,Yttrium:0.94",,0.35,No,BST_RU,"2023-01-28 11:54:16","https://www.edsm.net/en/system/bodies/id/78790180/name/Skauduae+GS-M+b13-1/details/idB/428301134/nameB/Skauduae GS-M b13-1 C 1 31"
32,"Skauduae GS-M b13-1 C 2",Planet,"Icy body",,1,"5,111","Carbon:19.22,Nickel:12.18,Vanadium:3.95,Niobium:1.1",,0.4,No,BST_RU,"2023-01-28 11:54:10","https://www.edsm.net/en/system/bodies/id/78790180/name/Skauduae+GS-M+b13-1/details/idB/428301133/nameB/Skauduae GS-M b13-1 C 2 32"
33,"Skauduae GS-M b13-1 C 2 a",Planet,"Icy body",,1,"2,477","Carbon:22.91,Nickel:8.95,Germanium:3.12",,0.15,No,BST_RU,"2023-01-28 11:54:06","https://www.edsm.net/en/system/bodies/id/78790180/name/Skauduae+GS-M+b13-1/details/idB/428301132/nameB/Skauduae GS-M b13-1 C 2 a 33"
34,"Skauduae GS-M b13-1 C 3",Planet,"Icy body",,1,"4,361","Carbon:19.71,Nickel:12.22,Cadmium:1.26,Tungsten:0.89",,0.33,No,BST_RU,"2023-01-28 11:54:01","https://www.edsm.net/en/system/bodies/id/78790180/name/Skauduae+GS-M+b13-1/details/idB/428301131/nameB/Skauduae GS-M b13-1 C 3 34"
35,"Skauduae GS-M b13-1 C 4",Planet,"Icy body",,1,"5,769","Carbon:20.46,Nickel:12.69,Vanadium:4.12,Germanium:3.51",,0.46,No,BST_RU,"2023-01-28 11:54:31","https://www.edsm.net/en/system/bodies/id/78790180/name/Skauduae+GS-M+b13-1/details/idB/428301135/nameB/Skauduae GS-M b13-1 C 4 35"
36,"Skauduae GS-M b13-1 C 5",Planet,"Icy body",,,"6,858",,,0.57,No,BST_RU,"2023-01-28 11:53:57","https://www.edsm.net/en/system/bodies/id/78790180/name/Skauduae+GS-M+b13-1/details/idB/428301130/nameB/Skauduae GS-M b13-1 C 5 36"
