bodyId,bodyName,type,subType,isLandable,radius,materials,rings,gravity,terraformable,updateTime,discoveredBy,discoveredDt,EDSM
24,"Flyoo Drye JT-O d7-8 A 4 e",Planet,"Icy body",1,1133.24,"Sulphur:27.27,Carbon:22.93,Phosphorus:14.68,Iron:11.95,Nickel:9.04,Manganese:4.93,Germanium:3.5,Zinc:3.25,Cadmium:0.93,Molybdenum:0.78,Ruthenium:0.74",,0.07,No,"2024-08-01 02:48:47","CMDR Scott Fleming","2024-08-01 02:48:47",https://www.edsm.net/en/system/bodies/id/86200142/name/Flyoo+Drye+JT-O+d7-8
25,"Flyoo Drye JT-O d7-8 A 4 f",Planet,"Icy body",1,1013.66,"Sulphur:27.13,Carbon:22.81,Phosphorus:14.61,Iron:11.88,Nickel:8.99,Manganese:4.91,Selenium:4.25,Germanium:3.48,Niobium:0.81,Tin:0.71,Technetium:0.43",,0.06,No,"2024-08-01 02:48:52","CMDR Scott Fleming","2024-08-01 02:48:52",https://www.edsm.net/en/system/bodies/id/86200142/name/Flyoo+Drye+JT-O+d7-8
26,"Flyoo Drye JT-O d7-8 A 5",Planet,"Class I gas giant",,27024.12,,,0.94,No,"2024-08-01 02:49:42","CMDR Scott Fleming","2024-08-01 02:49:42",https://www.edsm.net/en/system/bodies/id/86200142/name/Flyoo+Drye+JT-O+d7-8
27,"Flyoo Drye JT-O d7-8 A 5 a",Planet,"Icy body",1,925.66,"Sulphur:26.57,Carbon:22.34,Phosphorus:14.3,Iron:11.71,Nickel:8.85,Chromium:5.26,Manganese:4.83,Selenium:4.16,Cadmium:0.91,Molybdenum:0.76,Polonium:0.3",,0.05,No,"2024-08-01 02:49:47","CMDR Scott Fleming","2024-08-01 02:49:47",https://www.edsm.net/en/system/bodies/id/86200142/name/Flyoo+Drye+JT-O+d7-8
28,"Flyoo Drye JT-O d7-8 A 5 b",Planet,"Icy body",1,881.56,"Sulphur:27.88,Carbon:23.44,Phosphorus:15.01,Iron:12.28,Nickel:9.29,Manganese:5.07,Zinc:3.34,Zirconium:1.43,Molybdenum:0.8,Yttrium:0.73,Tin:0.73",,0.05,No,"2024-08-01 02:49:51","CMDR Scott Fleming","2024-08-01 02:49:51",https://www.edsm.net/en/system/bodies/id/86200142/name/Flyoo+Drye+JT-O+d7-8
29,"Flyoo Drye JT-O d7-8 A 5 c",Planet,"Icy body",1,906.52,"Sulphur:27.6,Carbon:23.2,Phosphorus:14.86,Iron:12.16,Nickel:9.2,Chromium:5.47,Germanium:3.56,Arsenic:1.59,Cadmium:0.94,Ruthenium:0.75,Tungsten:0.67",,0.05,No,"2024-08-01 02:49:54","CMDR Scott Fleming","2024-08-01 02:49:54",https://www.edsm.net/en/system/bodies/id/86200142/name/Flyoo+Drye+JT-O+d7-8
30,"Flyoo Drye JT-O d7-8 A 5 d",Planet,"Icy body",1,924.72,"Sulphur:26.78,Carbon:22.52,Phosphorus:14.42,Iron:11.8,Nickel:8.92,Chromium:5.31,Manganese:4.87,Zinc:3.21,Niobium:0.81,Ruthenium:0.73,Tungsten:0.65",,0.05,No,"2024-08-01 02:50:05","CMDR Scott Fleming","2024-08-01 02:50:05",https://www.edsm.net/en/system/bodies/id/86200142/name/Flyoo+Drye+JT-O+d7-8
31,"Flyoo Drye JT-O d7-8 A 5 e",Planet,"Icy body",1,654.09,"Sulphur:27.09,Carbon:22.78,Phosphorus:14.58,Iron:11.94,Nickel:9.03,Manganese:4.93,Selenium:4.24,Vanadium:2.93,Cadmium:0.93,Niobium:0.82,Antimony:0.74",,0.04,No,"2024-08-01 02:50:11","CMDR Scott Fleming","2024-08-01 02:50:11",https://www.edsm.net/en/system/bodies/id/86200142/name/Flyoo+Drye+JT-O+d7-8
32,"Flyoo Drye JT-O d7-8 A 5 f",Planet,"Icy body",1,818.45,"Sulphur:26.85,Carbon:22.58,Phosphorus:14.45,Iron:11.99,Nickel:9.07,Manganese:4.95,Selenium:4.2,Zinc:3.26,Cadmium:0.93,Tellurium:0.91,Niobium:0.82",,0.05,No,"2024-08-01 02:49:59","CMDR Scott Fleming","2024-08-01 02:49:59",https://www.edsm.net/en/system/bodies/id/86200142/name/Flyoo+Drye+JT-O+d7-8
33,"Flyoo Drye JT-O d7-8 A 5 g",Planet,"Icy body",1,685.88,"Sulphur:28.38,Carbon:23.86,Phosphorus:15.28,Iron:12.5,Nickel:9.46,Germanium:3.66,Zinc:3.4,Zirconium:1.45,Molybdenum:0.82,Tin:0.74,Technetium:0.45",,0.04,No,"2024-08-01 02:50:08","CMDR Scott Fleming","2024-08-01 02:50:08",https://www.edsm.net/en/system/bodies/id/86200142/name/Flyoo+Drye+JT-O+d7-8
3,"Flyoo Drye JT-O d7-8 B",Star,"K (Yellow-Orange) Star",0,0,,,0,0,"2024-08-01 02:40:28","CMDR Scott Fleming","2024-08-01 02:40:28",https://www.edsm.net/en/system/bodies/id/86200142/name/Flyoo+Drye+JT-O+d7-8
34,"Flyoo Drye JT-O d7-8 B 1",Planet,"High metal content world",1,2059.84,"Iron:22.04,Nickel:16.67,Sulphur:15.95,Carbon:13.41,Manganese:9.1,Phosphorus:8.59,Zinc:5.99,Germanium:4.7,Niobium:1.51,Tin:1.43,Polonium:0.62",,0.3,No,"2024-08-01 02:47:20","CMDR Scott Fleming","2024-08-01 02:47:20",https://www.edsm.net/en/system/bodies/id/86200142/name/Flyoo+Drye+JT-O+d7-8
35,"Flyoo Drye JT-O d7-8 B 2",Planet,"High metal content world",1,2771.67,"Iron:22.54,Nickel:17.04,Sulphur:16.11,Carbon:13.55,Manganese:9.31,Phosphorus:8.67,Zinc:6.12,Zirconium:2.62,Tin:1.46,Yttrium:1.35,Tungsten:1.24",,0.42,No,"2024-08-01 02:47:26","CMDR Scott Fleming","2024-08-01 02:47:26",https://www.edsm.net/en/system/bodies/id/86200142/name/Flyoo+Drye+JT-O+d7-8
36,"Flyoo Drye JT-O d7-8 B 2 a",Planet,"Rocky body",1,1204.65,"Iron:20.41,Sulphur:18.61,Carbon:15.65,Nickel:15.44,Phosphorus:10.02,Manganese:8.43,Vanadium:5.01,Zirconium:2.37,Cadmium:1.59,Tin:1.26,Yttrium:1.22",,0.15,No,"2024-08-01 02:47:33","CMDR Scott Fleming","2024-08-01 02:47:33",https://www.edsm.net/en/system/bodies/id/86200142/name/Flyoo+Drye+JT-O+d7-8
37,"Flyoo Drye JT-O d7-8 B 3",Planet,"High metal content world",1,1939.97,"Iron:21.65,Nickel:16.37,Sulphur:15.67,Carbon:13.18,Chromium:9.74,Phosphorus:8.44,Zinc:5.88,Vanadium:5.32,Cadmium:1.68,Niobium:1.48,Polonium:0.61",,0.28,No,"2024-08-01 02:47:43","CMDR Scott Fleming","2024-08-01 02:47:43",https://www.edsm.net/en/system/bodies/id/86200142/name/Flyoo+Drye+JT-O+d7-8
38,"Flyoo Drye JT-O d7-8 B 4",Planet,"High metal content world",1,1892.46,"Iron:23.55,Nickel:17.81,Sulphur:17.05,Carbon:14.33,Phosphorus:9.18,Zinc:6.4,Vanadium:5.78,Zirconium:2.73,Tungsten:1.29,Mercury:1.03,Technetium:0.84",,0.28,No,"2024-08-01 02:47:15","CMDR Scott Fleming","2024-08-01 02:47:15",https://www.edsm.net/en/system/bodies/id/86200142/name/Flyoo+Drye+JT-O+d7-8
39,"Flyoo Drye JT-O d7-8 B 5",Planet,"High metal content world",1,2944.35,"Iron:21.77,Nickel:16.47,Sulphur:15.69,Carbon:13.19,Manganese:8.99,Phosphorus:8.44,Zinc:5.92,Vanadium:5.35,Molybdenum:1.42,Tin:1.41,Ruthenium:1.34",,0.45,No,"2024-08-01 02:47:58","CMDR Scott Fleming","2024-08-01 02:47:58",https://www.edsm.net/en/system/bodies/id/86200142/name/Flyoo+Drye+JT-O+d7-8
40,"Flyoo Drye JT-O d7-8 B 5 a",Planet,"Rocky body",1,926.49,"Iron:20.47,Sulphur:18.66,Carbon:15.69,Nickel:15.48,Phosphorus:10.05,Manganese:8.46,Zinc:5.56,Zirconium:2.38,Yttrium:1.22,Tungsten:1.12,Mercury:0.89",,0.11,No,"2024-08-01 03:22:28","CMDR Scott Fleming","2024-08-01 02:47:51",https://www.edsm.net/en/system/bodies/id/86200142/name/Flyoo+Drye+JT-O+d7-8
41,"Flyoo Drye JT-O d7-8 B 6",Planet,"High metal content world",1,2899.23,"Iron:22.48,Nickel:17,Sulphur:16.27,Carbon:13.68,Manganese:9.28,Phosphorus:8.76,Zinc:6.11,Zirconium:2.61,Molybdenum:1.47,Yttrium:1.34,Mercury:0.98",,0.44,No,"2024-08-01 02:47:00","CMDR Scott Fleming","2024-08-01 02:47:00",https://www.edsm.net/en/system/bodies/id/86200142/name/Flyoo+Drye+JT-O+d7-8
42,"Flyoo Drye JT-O d7-8 B 7",Planet,"High metal content world",,2967.03,,,0.45,Yes,"2024-08-01 03:12:58","CMDR Scott Fleming","2024-08-01 02:48:03",https://www.edsm.net/en/system/bodies/id/86200142/name/Flyoo+Drye+JT-O+d7-8
43,"Flyoo Drye JT-O d7-8 B 8",Planet,"High metal content world",1,2770.95,"Iron:21.03,Nickel:15.91,Sulphur:15.22,Carbon:12.8,Chromium:9.46,Manganese:8.69,Phosphorus:8.19,Vanadium:5.16,Cadmium:1.63,Tungsten:1.15,Technetium:0.75",,0.42,Yes,"2024-08-01 03:16:57","CMDR Scott Fleming","2024-08-01 02:46:55",https://www.edsm.net/en/system/bodies/id/86200142/name/Flyoo+Drye+JT-O+d7-8
62,"Flyoo Drye JT-O d7-8 BC 1",Planet,"Icy body",,16755.36,,,2.43,No,"2024-08-01 02:48:17","CMDR Scott Fleming","2024-08-01 02:48:17",https://www.edsm.net/en/system/bodies/id/86200142/name/Flyoo+Drye+JT-O+d7-8
63,"Flyoo Drye JT-O d7-8 BC 1 a",Planet,"Icy body",,9211.14,,,0.69,No,"2024-08-01 02:48:25","CMDR Scott Fleming","2024-08-01 02:48:25",https://www.edsm.net/en/system/bodies/id/86200142/name/Flyoo+Drye+JT-O+d7-8
4,"Flyoo Drye JT-O d7-8 C",Star,"M (Red dwarf) Star",0,0,,,0,0,"2024-08-01 02:40:28","CMDR Scott Fleming","2024-08-01 02:40:28",https://www.edsm.net/en/system/bodies/id/86200142/name/Flyoo+Drye+JT-O+d7-8
51,"Flyoo Drye JT-O d7-8 C 1",Planet,"High metal content world",1,1260.79,"Iron:22.39,Nickel:16.93,Sulphur:16.2,Carbon:13.63,Chromium:10.07,Phosphorus:8.72,Zinc:6.08,Selenium:2.54,Tin:1.45,Antimony:1.01,Mercury:0.98",,0.18,No,"2024-08-01 02:45:44","CMDR Scott Fleming","2024-08-01 02:45:44",https://www.edsm.net/en/system/bodies/id/86200142/name/Flyoo+Drye+JT-O+d7-8
52,"Flyoo Drye JT-O d7-8 C 2",Planet,"High metal content world",1,1497.93,"Iron:21.49,Nickel:16.25,Sulphur:15.56,Carbon:13.08,Chromium:9.66,Phosphorus:8.37,Zinc:5.84,Vanadium:5.28,Cadmium:1.67,Niobium:1.47,Ruthenium:1.33",,0.22,No,"2024-08-01 02:46:01","CMDR Scott Fleming","2024-08-01 02:46:01",https://www.edsm.net/en/system/bodies/id/86200142/name/Flyoo+Drye+JT-O+d7-8
53,"Flyoo Drye JT-O d7-8 C 3",Planet,"High metal content world",1,1690.69,"Iron:21.53,Nickel:16.29,Sulphur:15.46,Carbon:13,Chromium:9.68,Manganese:8.89,Phosphorus:8.32,Zirconium:2.5,Cadmium:1.67,Niobium:1.47,Tellurium:1.18",,0.25,No,"2024-08-01 02:45:21","CMDR Scott Fleming","2024-08-01 02:45:21",https://www.edsm.net/en/system/bodies/id/86200142/name/Flyoo+Drye+JT-O+d7-8
54,"Flyoo Drye JT-O d7-8 C 3 a",Planet,"Rocky body",1,630.35,"Iron:20.37,Sulphur:18.57,Carbon:15.62,Nickel:15.41,Phosphorus:10,Manganese:8.41,Zinc:5.54,Zirconium:2.37,Cadmium:1.58,Niobium:1.39,Technetium:0.73",,0.08,No,"2024-08-01 02:45:30","CMDR Scott Fleming","2024-08-01 02:45:30",https://www.edsm.net/en/system/bodies/id/86200142/name/Flyoo+Drye+JT-O+d7-8
55,"Flyoo Drye JT-O d7-8 C 4",Planet,"High metal content world",1,1829.82,"Iron:23.06,Nickel:17.44,Sulphur:16.69,Carbon:14.04,Chromium:10.37,Phosphorus:8.99,Zirconium:2.68,Selenium:2.61,Cadmium:1.79,Tin:1.49,Technetium:0.82",,0.27,No,"2024-08-01 02:45:00","CMDR Scott Fleming","2024-08-01 02:45:00",https://www.edsm.net/en/system/bodies/id/86200142/name/Flyoo+Drye+JT-O+d7-8
56,"Flyoo Drye JT-O d7-8 C 5",Planet,"High metal content world",,1911.48,,,0.28,No,"2024-08-01 02:46:10","CMDR Scott Fleming","2024-08-01 02:46:10",https://www.edsm.net/en/system/bodies/id/86200142/name/Flyoo+Drye+JT-O+d7-8
57,"Flyoo Drye JT-O d7-8 C 6",Planet,"High metal content world",1,1657.06,"Iron:20.97,Nickel:15.86,Sulphur:15.18,Carbon:12.76,Chromium:9.43,Manganese:8.66,Phosphorus:8.17,Vanadium:5.15,Cadmium:1.63,Niobium:1.43,Technetium:0.75",,0.24,No,"2024-08-01 02:46:07","CMDR Scott Fleming","2024-08-01 02:46:07",https://www.edsm.net/en/system/bodies/id/86200142/name/Flyoo+Drye+JT-O+d7-8
59,"Flyoo Drye JT-O d7-8 C 7",Planet,"High metal content world",1,2403.29,"Iron:22.25,Nickel:16.83,Sulphur:16.23,Carbon:13.64,Manganese:9.19,Phosphorus:8.74,Zinc:6.05,Selenium:2.54,Cadmium:1.73,Tin:1.44,Ruthenium:1.37",,0.36,No,"2024-08-01 02:46:18","CMDR Scott Fleming","2024-08-01 02:46:18",https://www.edsm.net/en/system/bodies/id/86200142/name/Flyoo+Drye+JT-O+d7-8
60,"Flyoo Drye JT-O d7-8 C 8",Planet,"High metal content world",1,2919.54,"Iron:23.38,Nickel:17.69,Sulphur:16.86,Carbon:14.18,Phosphorus:9.08,Zinc:6.36,Vanadium:5.74,Arsenic:2.22,Cadmium:1.82,Yttrium:1.4,Tungsten:1.28",,0.45,Yes,"2024-08-01 02:46:25","CMDR Scott Fleming","2024-08-01 02:46:25",https://www.edsm.net/en/system/bodies/id/86200142/name/Flyoo+Drye+JT-O+d7-8
61,"Flyoo Drye JT-O d7-8 C 9",Planet,"High metal content world",1,2651.58,"Iron:22.23,Nickel:16.81,Sulphur:16.09,Carbon:13.53,Chromium:10,Phosphorus:8.66,Zinc:6.04,Zirconium:2.58,Cadmium:1.73,Ruthenium:1.37,Mercury:0.97",,0.4,No,"2024-08-01 02:45:09","CMDR Scott Fleming","2024-08-01 02:45:09",https://www.edsm.net/en/system/bodies/id/86200142/name/Flyoo+Drye+JT-O+d7-8
