body,bodyName,Type,subType,maxValue,isLandable,radius,materials,rings,gravity,terraformable,discoveredBy,discoveredDt,EDSM
18,"Blu Thua XA-Q b46-2 9",Planet,"Gas giant with water-based life",,,77612.22,,,5.75,No,cbr600er6n,"2023-02-04 10:23:56","https://www.edsm.net/en/system/bodies/id/2769831/name/Blu+Thua+XA-Q+b46-2/details/idB/429298015/nameB/Blu Thua XA-Q b46-2 9 18"
19,"Blu Thua XA-Q b46-2 9 a",Planet,"Icy body",,1,1431.66,"Sulphur:25.24,Carbon:21.23,Phosphorus:13.59,Iron:12.87,Nickel:9.73,Chromium:5.79,Manganese:5.31,Germanium:3.69,Tellurium:0.96,Niobium:0.88,Tungsten:0.71",,0.09,No,cbr600er6n,"2023-02-04 10:24:39","https://www.edsm.net/en/system/bodies/id/2769831/name/Blu+Thua+XA-Q+b46-2/details/idB/429298085/nameB/Blu Thua XA-Q b46-2 9 a 19"
20,"Blu Thua XA-Q b46-2 9 b",Planet,"Icy body",,1,1356.14,"Sulphur:26.63,Carbon:22.39,Phosphorus:14.34,Iron:12.05,Nickel:9.11,Chromium:5.42,Manganese:4.98,Vanadium:2.96,Ruthenium:0.74,Tin:0.72,Tungsten:0.66",,0.08,No,cbr600er6n,"2023-02-04 10:24:13","https://www.edsm.net/en/system/bodies/id/2769831/name/Blu+Thua+XA-Q+b46-2/details/idB/429298039/nameB/Blu Thua XA-Q b46-2 9 b 20"
21,"Blu Thua XA-Q b46-2 9 c",Planet,"Icy body",,1,1379.36,"Sulphur:26.42,Carbon:22.21,Phosphorus:14.22,Iron:11.95,Nickel:9.04,Chromium:5.38,Manganese:4.94,Zinc:3.25,Cadmium:0.93,Tellurium:0.89,Molybdenum:0.78",,0.08,No,cbr600er6n,"2023-02-04 10:24:25","https://www.edsm.net/en/system/bodies/id/2769831/name/Blu+Thua+XA-Q+b46-2/details/idB/429298065/nameB/Blu Thua XA-Q b46-2 9 c 21"
22,"Blu Thua XA-Q b46-2 9 d",Planet,"Icy body",,1,1966.18,"Sulphur:26.82,Carbon:22.55,Phosphorus:14.44,Iron:12.14,Nickel:9.18,Manganese:5.01,Selenium:4.2,Zinc:3.3,Tellurium:0.9,Molybdenum:0.79,Tungsten:0.67",,0.12,No,cbr600er6n,"2023-02-04 10:24:31","https://www.edsm.net/en/system/bodies/id/2769831/name/Blu+Thua+XA-Q+b46-2/details/idB/429298071/nameB/Blu Thua XA-Q b46-2 9 d 22"
25,"Blu Thua XA-Q b46-2 10",Planet,"Gas giant with water-based life",,,77367.70,,1:Icy,5.05,No,cbr600er6n,"2023-02-04 10:22:28","https://www.edsm.net/en/system/bodies/id/2769831/name/Blu+Thua+XA-Q+b46-2/details/idB/429297861/nameB/Blu Thua XA-Q b46-2 10 25"
27,"Blu Thua XA-Q b46-2 10 a",Planet,"Icy body",,1,1244.82,"Sulphur:26.7,Carbon:22.46,Phosphorus:14.38,Iron:12.08,Nickel:9.14,Chromium:5.43,Selenium:4.18,Zinc:3.28,Cadmium:0.94,Ruthenium:0.75,Tungsten:0.66",,0.07,No,cbr600er6n,"2023-02-04 10:23:36","https://www.edsm.net/en/system/bodies/id/2769831/name/Blu+Thua+XA-Q+b46-2/details/idB/429297982/nameB/Blu Thua XA-Q b46-2 10 a 27"
29,"Blu Thua XA-Q b46-2 10 b",Planet,"Icy body",,1,1545.62,"Sulphur:26.94,Carbon:22.66,Phosphorus:14.51,Iron:12.19,Nickel:9.22,Manganese:5.03,Selenium:4.22,Vanadium:2.99,Niobium:0.83,Antimony:0.74,Tungsten:0.67",,0.09,No,cbr600er6n,"2023-02-04 10:22:53","https://www.edsm.net/en/system/bodies/id/2769831/name/Blu+Thua+XA-Q+b46-2/details/idB/429297899/nameB/Blu Thua XA-Q b46-2 10 b 29"
30,"Blu Thua XA-Q b46-2 10 c",Planet,"Icy body",,1,1414.59,"Sulphur:28.13,Carbon:23.65,Phosphorus:15.14,Iron:12.73,Nickel:9.62,Germanium:3.65,Vanadium:3.12,Arsenic:1.63,Cadmium:0.99,Niobium:0.87,Technetium:0.46",,0.08,No,cbr600er6n,"2023-02-04 10:22:47","https://www.edsm.net/en/system/bodies/id/2769831/name/Blu+Thua+XA-Q+b46-2/details/idB/429297891/nameB/Blu Thua XA-Q b46-2 10 c 30"
31,"Blu Thua XA-Q b46-2 10 d",Planet,"Icy body",,1,2466.27,"Sulphur:26.92,Carbon:22.63,Phosphorus:14.49,Iron:12.18,Nickel:9.21,Chromium:5.48,Germanium:3.49,Zinc:3.31,Tellurium:0.91,Tin:0.72,Tungsten:0.67",,0.15,No,cbr600er6n,"2023-02-04 10:22:40","https://www.edsm.net/en/system/bodies/id/2769831/name/Blu+Thua+XA-Q+b46-2/details/idB/429297885/nameB/Blu Thua XA-Q b46-2 10 d 31"
32,"Blu Thua XA-Q b46-2 10 e",Planet,"Icy body",,1,2078.61,"Sulphur:27.4,Carbon:23.04,Phosphorus:14.75,Iron:12.4,Nickel:9.38,Selenium:4.29,Germanium:3.56,Zinc:3.37,Cadmium:0.96,Mercury:0.54,Polonium:0.32",,0.13,No,cbr600er6n,"2023-02-04 10:23:11","https://www.edsm.net/en/system/bodies/id/2769831/name/Blu+Thua+XA-Q+b46-2/details/idB/429297935/nameB/Blu Thua XA-Q b46-2 10 e 32"
33,"Blu Thua XA-Q b46-2 10 f",Planet,"Icy body",,1,2371.23,"Sulphur:27.58,Carbon:23.19,Phosphorus:14.85,Iron:12.7,Nickel:9.6,Manganese:5.24,Zinc:3.45,Zirconium:1.47,Molybdenum:0.83,Tin:0.76,Polonium:0.33",,0.15,No,cbr600er6n,"2023-02-04 10:23:22","https://www.edsm.net/en/system/bodies/id/2769831/name/Blu+Thua+XA-Q+b46-2/details/idB/429297963/nameB/Blu Thua XA-Q b46-2 10 f 33"
34,"Blu Thua XA-Q b46-2 10 f a",Planet,"Icy body",,1,1079.63,"Sulphur:30.25,Carbon:25.43,Phosphorus:16.28,Iron:9.39,Nickel:7.1,Chromium:4.22,Germanium:3.11,Vanadium:2.31,Antimony:0.66,Niobium:0.64,Molybdenum:0.61",,0.06,No,cbr600er6n,"2023-02-04 10:23:27","https://www.edsm.net/en/system/bodies/id/2769831/name/Blu+Thua+XA-Q+b46-2/details/idB/429297967/nameB/Blu Thua XA-Q b46-2 10 f a 34"
35,"Blu Thua XA-Q b46-2 10 g",Planet,"Icy body",,,1846.20,,,0.11,No,cbr600er6n,"2023-02-04 10:23:41","https://www.edsm.net/en/system/bodies/id/2769831/name/Blu+Thua+XA-Q+b46-2/details/idB/429298003/nameB/Blu Thua XA-Q b46-2 10 g 35"
37,"Blu Thua XA-Q b46-2 10 h",Planet,"Icy body",,1,2976.83,"Sulphur:27.19,Carbon:22.86,Phosphorus:14.64,Iron:11.93,Nickel:9.02,Manganese:4.93,Selenium:4.25,Vanadium:2.93,Niobium:0.82,Tin:0.73,Yttrium:0.71",,0.18,No,cbr600er6n,"2023-02-04 10:23:02","https://www.edsm.net/en/system/bodies/id/2769831/name/Blu+Thua+XA-Q+b46-2/details/idB/429297923/nameB/Blu Thua XA-Q b46-2 10 h 37"
44,"Blu Thua XA-Q b46-2 11",Planet,"Class I gas giant",,,74305.13,,"2:Metal Rich,Icy",2.91,No,cbr600er6n,"2023-02-04 10:35:56","https://www.edsm.net/en/system/bodies/id/2769831/name/Blu+Thua+XA-Q+b46-2/details/idB/429300061/nameB/Blu Thua XA-Q b46-2 11 44"
48,"Blu Thua XA-Q b46-2 11 a",Planet,"Icy body",,1,855.84,"Sulphur:27.28,Carbon:22.94,Phosphorus:14.68,Iron:12.32,Nickel:9.32,Selenium:4.27,Germanium:3.54,Zinc:3.35,Niobium:0.84,Yttrium:0.74,Tin:0.73",,0.05,No,cbr600er6n,"2023-02-04 10:37:57","https://www.edsm.net/en/system/bodies/id/2769831/name/Blu+Thua+XA-Q+b46-2/details/idB/429300490/nameB/Blu Thua XA-Q b46-2 11 a 48"
49,"Blu Thua XA-Q b46-2 11 b",Planet,"Icy body",,1,771.68,"Sulphur:28.2,Carbon:23.71,Phosphorus:15.18,Iron:12.74,Nickel:9.63,Zinc:3.46,Vanadium:3.13,Zirconium:1.48,Tellurium:0.95,Molybdenum:0.83,Tungsten:0.7",,0.05,No,cbr600er6n,"2023-02-04 10:37:57","https://www.edsm.net/en/system/bodies/id/2769831/name/Blu+Thua+XA-Q+b46-2/details/idB/429300500/nameB/Blu Thua XA-Q b46-2 11 b 49"
50,"Blu Thua XA-Q b46-2 11 c",Planet,"Icy body",,1,719.59,"Sulphur:28.17,Carbon:23.69,Phosphorus:15.17,Iron:12.72,Nickel:9.62,Germanium:3.65,Vanadium:3.12,Arsenic:1.63,Yttrium:0.76,Tin:0.76,Tungsten:0.7",,0.04,No,cbr600er6n,"2023-02-04 10:37:58","https://www.edsm.net/en/system/bodies/id/2769831/name/Blu+Thua+XA-Q+b46-2/details/idB/429300506/nameB/Blu Thua XA-Q b46-2 11 c 50"
51,"Blu Thua XA-Q b46-2 11 d",Planet,"Icy body",,1,1006.89,"Sulphur:26.55,Carbon:22.32,Phosphorus:14.29,Iron:11.99,Nickel:9.07,Chromium:5.39,Manganese:4.95,Zinc:3.26,Molybdenum:0.78,Antimony:0.73,Tungsten:0.66",,0.06,No,cbr600er6n,"2023-02-04 10:37:58","https://www.edsm.net/en/system/bodies/id/2769831/name/Blu+Thua+XA-Q+b46-2/details/idB/429300502/nameB/Blu Thua XA-Q b46-2 11 d 51"
52,"Blu Thua XA-Q b46-2 11 e",Planet,"Icy body",,1,1376.18,"Sulphur:27.52,Carbon:23.14,Phosphorus:14.81,Iron:12.52,Nickel:9.47,Chromium:5.63,Zinc:3.4,Zirconium:1.45,Ruthenium:0.77,Tin:0.74,Mercury:0.55",,0.08,No,cbr600er6n,"2023-02-04 10:37:55","https://www.edsm.net/en/system/bodies/id/2769831/name/Blu+Thua+XA-Q+b46-2/details/idB/429300482/nameB/Blu Thua XA-Q b46-2 11 e 52"
53,"Blu Thua XA-Q b46-2 11 f",Planet,"Icy body",,1,1293.64,"Sulphur:26.65,Carbon:22.41,Phosphorus:14.35,Iron:12.04,Nickel:9.1,Chromium:5.41,Manganese:4.97,Zinc:3.27,Niobium:0.82,Tungsten:0.66,Polonium:0.31",,0.08,No,cbr600er6n,"2023-02-04 10:38:02","https://www.edsm.net/en/system/bodies/id/2769831/name/Blu+Thua+XA-Q+b46-2/details/idB/429300521/nameB/Blu Thua XA-Q b46-2 11 f 53"
55,"Blu Thua XA-Q b46-2 11 g",Planet,"Icy body",,1,1233.58,"Sulphur:27.12,Carbon:22.8,Phosphorus:14.6,Iron:12.25,Nickel:9.26,Manganese:5.06,Germanium:3.52,Vanadium:3.01,Tellurium:0.91,Molybdenum:0.8,Tungsten:0.67",,0.07,No,cbr600er6n,"2023-02-04 10:38:05","https://www.edsm.net/en/system/bodies/id/2769831/name/Blu+Thua+XA-Q+b46-2/details/idB/429300524/nameB/Blu Thua XA-Q b46-2 11 g 55"
56,"Blu Thua XA-Q b46-2 11 h",Planet,"Icy body",,1,1220.69,"Sulphur:26.95,Carbon:22.66,Phosphorus:14.51,Iron:12.17,Nickel:9.21,Chromium:5.48,Manganese:5.03,Arsenic:1.56,Tellurium:0.91,Molybdenum:0.79,Tin:0.72",,0.07,No,cbr600er6n,"2023-02-04 10:36:06","https://www.edsm.net/en/system/bodies/id/2769831/name/Blu+Thua+XA-Q+b46-2/details/idB/429300097/nameB/Blu Thua XA-Q b46-2 11 h 56"
57,"Blu Thua XA-Q b46-2 12",Planet,"Class I gas giant",,,23296.60,,,0.78,No,cbr600er6n,"2023-02-04 10:20:40","https://www.edsm.net/en/system/bodies/id/2769831/name/Blu+Thua+XA-Q+b46-2/details/idB/429297723/nameB/Blu Thua XA-Q b46-2 12 57"
58,"Blu Thua XA-Q b46-2 12 a",Planet,"Icy body",,1,503.15,"Sulphur:26.88,Carbon:22.6,Phosphorus:14.47,Iron:12.14,Nickel:9.18,Chromium:5.46,Selenium:4.21,Vanadium:2.98,Molybdenum:0.79,Ruthenium:0.75,Mercury:0.53",,0.03,No,cbr600er6n,"2023-02-04 10:20:53","https://www.edsm.net/en/system/bodies/id/2769831/name/Blu+Thua+XA-Q+b46-2/details/idB/429297749/nameB/Blu Thua XA-Q b46-2 12 a 58"
59,"Blu Thua XA-Q b46-2 12 b",Planet,"Icy body",,1,515.49,"Sulphur:27.1,Carbon:22.79,Phosphorus:14.59,Iron:12.24,Nickel:9.26,Manganese:5.06,Germanium:3.51,Zinc:3.33,Niobium:0.84,Antimony:0.74,Mercury:0.53",,0.03,No,cbr600er6n,"2023-02-04 10:21:01","https://www.edsm.net/en/system/bodies/id/2769831/name/Blu+Thua+XA-Q+b46-2/details/idB/429297759/nameB/Blu Thua XA-Q b46-2 12 b 59"
61,"Blu Thua XA-Q b46-2 12 c",Planet,"Icy body",,1,595.69,"Sulphur:27.74,Carbon:23.32,Phosphorus:14.93,Iron:12.53,Nickel:9.48,Manganese:5.17,Zinc:3.4,Arsenic:1.61,Molybdenum:0.82,Mercury:0.55,Technetium:0.45",,0.04,No,cbr600er6n,"2023-02-04 10:21:15","https://www.edsm.net/en/system/bodies/id/2769831/name/Blu+Thua+XA-Q+b46-2/details/idB/429297777/nameB/Blu Thua XA-Q b46-2 12 c 61"
