bodyId,bodyName,type,subType,isLandable,radius,materials,rings,gravity,terraformable,updateTime,discoveredBy,discoveredDt,EDSM
14,"Wregoo GL-P c5-0 A 9",Planet,"Icy body",,7929.42,,,0.7,No,"2024-04-21 05:19:56",alisoonya,"2022-11-26 10:10:40",https://www.edsm.net/en/system/bodies/id/77755364/name/Wregoo+GL-P+c5-0
15,"Wregoo GL-P c5-0 A 9 a",Planet,"Icy body",1,3661.25,"Sulphur:27.34,Carbon:22.99,Phosphorus:14.72,Iron:12.03,Nickel:9.1,Chromium:5.41,Manganese:4.97,Arsenic:1.41,Niobium:0.82,Molybdenum:0.79,Technetium:0.43",,0.22,No,"2024-04-21 05:19:59",alisoonya,"2022-11-26 10:10:38",https://www.edsm.net/en/system/bodies/id/77755364/name/Wregoo+GL-P+c5-0
2,"Wregoo GL-P c5-0 B",Star,"M (Red dwarf) Star",0,0,,,0,0,"2024-04-21 05:19:00",alisoonya,"2022-11-26 10:10:23",https://www.edsm.net/en/system/bodies/id/77755364/name/Wregoo+GL-P+c5-0
21,"Wregoo GL-P c5-0 B 1",Planet,"Rocky Ice world",1,2193.83,"Iron:20.48,Sulphur:16.99,Nickel:15.49,Carbon:14.29,Chromium:9.21,Phosphorus:9.15,Manganese:8.46,Zirconium:2.38,Molybdenum:1.34,Tin:1.33,Antimony:0.9",,0.28,No,"2024-04-21 05:20:44",alisoonya,"2022-11-26 10:11:16",https://www.edsm.net/en/system/bodies/id/77755364/name/Wregoo+GL-P+c5-0
22,"Wregoo GL-P c5-0 B 2",Planet,"Rocky Ice world",1,2372.00,"Iron:20.06,Sulphur:16.65,Nickel:15.17,Carbon:14,Chromium:9.02,Phosphorus:8.96,Manganese:8.29,Germanium:4.16,Niobium:1.37,Yttrium:1.2,Tungsten:1.1",,0.31,No,"2024-04-21 05:20:19",alisoonya,"2022-11-26 10:11:11",https://www.edsm.net/en/system/bodies/id/77755364/name/Wregoo+GL-P+c5-0
23,"Wregoo GL-P c5-0 B 3",Planet,"High metal content world",,2786.13,,,0.38,No,"2024-04-21 05:20:32",alisoonya,"2022-11-26 10:11:22",https://www.edsm.net/en/system/bodies/id/77755364/name/Wregoo+GL-P+c5-0
24,"Wregoo GL-P c5-0 B 3 a",Planet,"Rocky Ice world",1,1152.45,"Sulphur:21.4,Carbon:17.99,Iron:17.69,Nickel:13.38,Phosphorus:11.52,Manganese:7.31,Zinc:4.81,Selenium:3.35,Molybdenum:1.16,Mercury:0.77,Technetium:0.63",,0.11,No,"2024-04-21 05:20:29",alisoonya,"2022-11-26 10:11:28",https://www.edsm.net/en/system/bodies/id/77755364/name/Wregoo+GL-P+c5-0
25,"Wregoo GL-P c5-0 B 4",Planet,"Icy body",,5958.08,,,0.48,No,"2024-04-21 05:20:23",alisoonya,"2022-11-26 10:10:52",https://www.edsm.net/en/system/bodies/id/77755364/name/Wregoo+GL-P+c5-0
26,"Wregoo GL-P c5-0 B 5",Planet,"Icy body",1,5423.48,"Sulphur:23.04,Carbon:19.37,Iron:16.1,Phosphorus:12.4,Nickel:12.18,Chromium:7.24,Selenium:3.61,Germanium:3.34,Cadmium:1.25,Tungsten:0.88,Technetium:0.58",,0.43,No,"2024-04-21 05:20:18",alisoonya,"2022-11-26 10:10:50",https://www.edsm.net/en/system/bodies/id/77755364/name/Wregoo+GL-P+c5-0
27,"Wregoo GL-P c5-0 B 6",Planet,"Icy body",,7985.99,,,0.7,No,"2024-04-21 05:20:50",alisoonya,"2022-11-26 10:10:54",https://www.edsm.net/en/system/bodies/id/77755364/name/Wregoo+GL-P+c5-0
28,"Wregoo GL-P c5-0 B 7",Planet,"Icy body",,7279.54,,,0.62,No,"2024-04-21 05:20:54",alisoonya,"2022-11-26 10:10:48",https://www.edsm.net/en/system/bodies/id/77755364/name/Wregoo+GL-P+c5-0
29,"Wregoo GL-P c5-0 B 8",Planet,"Icy body",1,6798.20,"Sulphur:24.1,Carbon:20.27,Iron:16.85,Phosphorus:12.98,Nickel:12.74,Zinc:4.58,Vanadium:4.14,Arsenic:1.56,Cadmium:1.31,Antimony:0.74,Mercury:0.74",,0.57,No,"2024-04-21 05:20:48",alisoonya,"2022-11-26 10:10:58",https://www.edsm.net/en/system/bodies/id/77755364/name/Wregoo+GL-P+c5-0
