body,bodyName,Type,subType,maxValue,isLandable,radius,materials,rings,gravity,terraformable,discoveredBy,discoveredDt,EDSM
29,"Phaa Ain BT-U d2-1 B 5 a",Planet,"Rocky body",,1,1052.77,"Iron:19.93,Sulphur:17.67,Nickel:15.08,Carbon:14.86,Phosphorus:9.51,Chromium:8.97,Manganese:8.23,Zirconium:2.31,Cadmium:1.55,Niobium:1.36,Polonium:0.53",,0.13,No,"CMDR Scott Fleming","2024-08-23 19:54:02","https://www.edsm.net/en/system/bodies/id/86501518/name/Phaa+Ain+BT-U+d2-1/details/idB/501063869/nameB/Phaa Ain BT-U d2-1 B 5 a 29"
30,"Phaa Ain BT-U d2-1 B 6",Planet,"High metal content world",,1,2268.64,"Iron:22.29,Nickel:16.86,Sulphur:15.42,Carbon:12.97,Manganese:9.2,Phosphorus:8.3,Zinc:6.06,Germanium:4.54,Niobium:1.52,Molybdenum:1.46,Ruthenium:1.38",,0.34,No,"CMDR Scott Fleming","2024-08-23 19:54:14","https://www.edsm.net/en/system/bodies/id/86501518/name/Phaa+Ain+BT-U+d2-1/details/idB/501063891/nameB/Phaa Ain BT-U d2-1 B 6 30"
31,"Phaa Ain BT-U d2-1 B 6 a",Planet,"Rocky body",,1,1030.90,"Iron:19.33,Sulphur:17.13,Nickel:14.62,Carbon:14.41,Phosphorus:9.22,Chromium:8.7,Manganese:7.98,Zinc:5.25,Cadmium:1.5,Niobium:1.32,Polonium:0.52",,0.13,No,"CMDR Scott Fleming","2024-08-23 19:54:21","https://www.edsm.net/en/system/bodies/id/86501518/name/Phaa+Ain+BT-U+d2-1/details/idB/501063903/nameB/Phaa Ain BT-U d2-1 B 6 a 31"
4,"Phaa Ain BT-U d2-1 C",Star,"M (Red dwarf) Star",,0,0,,,0,0,"CMDR Scott Fleming","2024-08-23 19:50:41","https://www.edsm.net/en/system/bodies/id/86501518/name/Phaa+Ain+BT-U+d2-1/details/idB/501063478/nameB/Phaa Ain BT-U d2-1 C 4"
36,"Phaa Ain BT-U d2-1 C 1",Planet,"High metal content world",,1,1802.84,"Iron:21.98,Nickel:16.62,Sulphur:15.43,Carbon:12.98,Chromium:9.88,Phosphorus:8.31,Zinc:5.97,Germanium:4.55,Cadmium:1.71,Ruthenium:1.36,Tungsten:1.21",,0.27,No,"CMDR Scott Fleming","2024-08-23 19:52:43","https://www.edsm.net/en/system/bodies/id/86501518/name/Phaa+Ain+BT-U+d2-1/details/idB/501063678/nameB/Phaa Ain BT-U d2-1 C 1 36"
37,"Phaa Ain BT-U d2-1 C 2",Planet,"High metal content world",,1,1744.42,"Iron:22.75,Nickel:17.21,Sulphur:15.98,Carbon:13.43,Manganese:9.4,Phosphorus:8.6,Zinc:6.18,Selenium:2.5,Molybdenum:1.49,Tin:1.47,Antimony:1",,0.26,No,"CMDR Scott Fleming","2024-08-23 19:52:26","https://www.edsm.net/en/system/bodies/id/86501518/name/Phaa+Ain+BT-U+d2-1/details/idB/501063651/nameB/Phaa Ain BT-U d2-1 C 2 37"
38,"Phaa Ain BT-U d2-1 C 3",Planet,"High metal content world",,1,2711.90,"Iron:22.1,Nickel:16.72,Sulphur:15.41,Carbon:12.96,Manganese:9.13,Phosphorus:8.3,Zinc:6.01,Vanadium:5.43,Cadmium:1.72,Molybdenum:1.44,Technetium:0.79",,0.42,No,"CMDR Scott Fleming","2024-08-23 19:52:20","https://www.edsm.net/en/system/bodies/id/86501518/name/Phaa+Ain+BT-U+d2-1/details/idB/501063642/nameB/Phaa Ain BT-U d2-1 C 3 38"
39,"Phaa Ain BT-U d2-1 C 3 a",Planet,"Rocky body",,1,965.94,"Iron:19.92,Sulphur:17.65,Nickel:15.06,Carbon:14.84,Phosphorus:9.5,Chromium:8.96,Zinc:5.41,Vanadium:4.89,Molybdenum:1.3,Tin:1.23,Ruthenium:1.23",,0.12,No,"CMDR Scott Fleming","2024-08-23 19:52:09","https://www.edsm.net/en/system/bodies/id/86501518/name/Phaa+Ain+BT-U+d2-1/details/idB/501063635/nameB/Phaa Ain BT-U d2-1 C 3 a 39"
41,"Phaa Ain BT-U d2-1 C 4",Planet,"High metal content world",,,2128.67,,,0.32,No,"CMDR Scott Fleming","2024-08-23 19:52:56","https://www.edsm.net/en/system/bodies/id/86501518/name/Phaa+Ain+BT-U+d2-1/details/idB/501063703/nameB/Phaa Ain BT-U d2-1 C 4 41"
42,"Phaa Ain BT-U d2-1 C 5",Planet,"High metal content world",,,1870.68,,,0.28,No,"CMDR Scott Fleming","2024-08-23 19:52:51","https://www.edsm.net/en/system/bodies/id/86501518/name/Phaa+Ain+BT-U+d2-1/details/idB/501063695/nameB/Phaa Ain BT-U d2-1 C 5 42"
43,"Phaa Ain BT-U d2-1 C 6",Planet,"High metal content world",,1,2864.17,"Iron:22.84,Nickel:17.28,Sulphur:16.04,Carbon:13.49,Manganese:9.43,Phosphorus:8.64,Zinc:6.21,Arsenic:2.11,Tin:1.48,Tungsten:1.25,Tellurium:1.22",,0.44,Yes,"CMDR Scott Fleming","2024-08-23 19:53:01","https://www.edsm.net/en/system/bodies/id/86501518/name/Phaa+Ain+BT-U+d2-1/details/idB/501063716/nameB/Phaa Ain BT-U d2-1 C 6 43"
44,"Phaa Ain BT-U d2-1 C 7",Planet,"High metal content world","494,980",1,2826.97,"Iron:22.87,Nickel:17.3,Sulphur:16.06,Carbon:13.5,Manganese:9.44,Phosphorus:8.64,Zinc:6.21,Arsenic:2.12,Niobium:1.56,Tin:1.48,Technetium:0.82",,0.43,Yes,"CMDR Scott Fleming","2024-08-23 19:51:59","https://www.edsm.net/en/system/bodies/id/86501518/name/Phaa+Ain+BT-U+d2-1/details/idB/501063619/nameB/Phaa Ain BT-U d2-1 C 7 44"
