body,bodyName,Type,subType,maxValue,isLandable,radius,materials,rings,gravity,terraformable,discoveredBy,discoveredDt,EDSM
46,"Prooe Hypue EA-H c13-53 A 6 b",Planet,"Icy body",,1,"2,274","Carbon:22.56,Nickel:9.26,Arsenic:1.57,Cadmium:0.95,Niobium:0.84",,0.14,No,Ebel,"2021-09-04 12:59:19","https://www.edsm.net/en/system/bodies/id/68712311/name/Prooe+Hypue+EA-H+c13-53/details/idB/339265027/nameB/Prooe Hypue EA-H c13-53 A 6 b 46"
47,"Prooe Hypue EA-H c13-53 A 6 b a",Planet,"Icy body",,1,508,"Carbon:25.75,Nickel:7.24,Germanium:3.17,Arsenic:1.42,Niobium:0.65,Tungsten:0.53",,0.03,No,Ebel,"2021-09-04 12:59:23","https://www.edsm.net/en/system/bodies/id/68712311/name/Prooe+Hypue+EA-H+c13-53/details/idB/339265078/nameB/Prooe Hypue EA-H c13-53 A 6 b a 47"
48,"Prooe Hypue EA-H c13-53 A 6 c",Planet,"Icy body",,1,"1,868","Carbon:22.39,Nickel:9.17,Germanium:3.48,Niobium:0.83,Tungsten:0.67",,0.11,No,Ebel,"2021-09-04 12:59:14","https://www.edsm.net/en/system/bodies/id/68712311/name/Prooe+Hypue+EA-H+c13-53/details/idB/339265016/nameB/Prooe Hypue EA-H c13-53 A 6 c 48"
3,"Prooe Hypue EA-H c13-53 B",Star,"M (Red dwarf) Star",,0,0,,,0,0,Ebel,"2021-09-04 12:57:05","https://www.edsm.net/en/system/bodies/id/68712311/name/Prooe+Hypue+EA-H+c13-53/details/idB/339264557/nameB/Prooe Hypue EA-H c13-53 B 3"
59,"Prooe Hypue EA-H c13-53 B 1",Planet,"High metal content world",,1,"1,497","Nickel:16.56,Carbon:13.07,Arsenic:2.04",,0.22,No,Ebel,"2021-09-04 13:01:48","https://www.edsm.net/en/system/bodies/id/68712311/name/Prooe+Hypue+EA-H+c13-53/details/idB/339265530/nameB/Prooe Hypue EA-H c13-53 B 1 59"
60,"Prooe Hypue EA-H c13-53 B 2",Planet,"High metal content world",,1,"1,770","Nickel:17.24,Carbon:13.6,Germanium:4.75,Yttrium:1.36",,0.26,No,Ebel,"2021-09-04 13:01:41","https://www.edsm.net/en/system/bodies/id/68712311/name/Prooe+Hypue+EA-H+c13-53/details/idB/339265474/nameB/Prooe Hypue EA-H c13-53 B 2 60"
61,"Prooe Hypue EA-H c13-53 B 3",Planet,"High metal content world",,1,"1,911","Nickel:16.16,Carbon:12.75,Germanium:4.45,Cadmium:1.66",,0.28,No,Ebel,"2021-09-04 13:01:38","https://www.edsm.net/en/system/bodies/id/68712311/name/Prooe+Hypue+EA-H+c13-53/details/idB/339265467/nameB/Prooe Hypue EA-H c13-53 B 3 61"
62,"Prooe Hypue EA-H c13-53 B 4",Planet,"High metal content world",,1,"1,892","Nickel:17.22,Carbon:13.58,Arsenic:2.12",,0.28,No,Ebel,"2021-09-04 13:01:30","https://www.edsm.net/en/system/bodies/id/68712311/name/Prooe+Hypue+EA-H+c13-53/details/idB/339265454/nameB/Prooe Hypue EA-H c13-53 B 4 62"
63,"Prooe Hypue EA-H c13-53 B 5",Planet,"High metal content world",,1,"1,605","Nickel:17.09,Carbon:13.48,Vanadium:5.55,Arsenic:2.11,Cadmium:1.75,Yttrium:1.35,Tungsten:1.24",,0.23,No,Ebel,"2021-09-04 13:01:35","https://www.edsm.net/en/system/bodies/id/68712311/name/Prooe+Hypue+EA-H+c13-53/details/idB/339265463/nameB/Prooe Hypue EA-H c13-53 B 5 63"
64,"Prooe Hypue EA-H c13-53 B 6",Planet,"High metal content world",,1,"1,820","Nickel:17.76,Carbon:14.01,Arsenic:2.19,Cadmium:1.82,Yttrium:1.4,Tungsten:1.29",,0.27,No,Ebel,"2021-09-04 13:01:28","https://www.edsm.net/en/system/bodies/id/68712311/name/Prooe+Hypue+EA-H+c13-53/details/idB/339265405/nameB/Prooe Hypue EA-H c13-53 B 6 64"
65,"Prooe Hypue EA-H c13-53 B 7",Planet,"High metal content world",,1,"1,962","Nickel:16.52,Carbon:13.03,Vanadium:5.36,Cadmium:1.7,Yttrium:1.3",,0.29,No,Ebel,"2021-09-04 13:01:24","https://www.edsm.net/en/system/bodies/id/68712311/name/Prooe+Hypue+EA-H+c13-53/details/idB/339265400/nameB/Prooe Hypue EA-H c13-53 B 7 65"
74,"Prooe Hypue EA-H c13-53 BC 1",Planet,"Class I gas giant",,,"66,524",,1:Icy,2.21,No,Ebel,"2021-09-04 13:03:15","https://www.edsm.net/en/system/bodies/id/68712311/name/Prooe+Hypue+EA-H+c13-53/details/idB/339265747/nameB/Prooe Hypue EA-H c13-53 BC 1 74"
76,"Prooe Hypue EA-H c13-53 BC 1 a",Planet,"Icy body",,,"1,301",,,0.08,No,Ebel,"2021-09-04 13:03:30","https://www.edsm.net/en/system/bodies/id/68712311/name/Prooe+Hypue+EA-H+c13-53/details/idB/339265761/nameB/Prooe Hypue EA-H c13-53 BC 1 a 76"
77,"Prooe Hypue EA-H c13-53 BC 1 b",Planet,"Icy body",,,"1,666",,,0.1,No,Ebel,"2021-09-04 13:03:24","https://www.edsm.net/en/system/bodies/id/68712311/name/Prooe+Hypue+EA-H+c13-53/details/idB/339265757/nameB/Prooe Hypue EA-H c13-53 BC 1 b 77"
78,"Prooe Hypue EA-H c13-53 BC 1 c",Planet,"Icy body",,1,"1,755","Carbon:22.02,Nickel:8.99,Cadmium:0.92,Tungsten:0.65",,0.11,No,Ebel,"2021-09-04 13:03:40","https://www.edsm.net/en/system/bodies/id/68712311/name/Prooe+Hypue+EA-H+c13-53/details/idB/339265792/nameB/Prooe Hypue EA-H c13-53 BC 1 c 78"
79,"Prooe Hypue EA-H c13-53 BC 1 d",Planet,"Icy body",,1,"1,487","Carbon:22.32,Nickel:9.01,Niobium:0.81",,0.09,No,Ebel,"2021-09-04 13:03:44","https://www.edsm.net/en/system/bodies/id/68712311/name/Prooe+Hypue+EA-H+c13-53/details/idB/339265800/nameB/Prooe Hypue EA-H c13-53 BC 1 d 79"
80,"Prooe Hypue EA-H c13-53 BC 1 e",Planet,"Icy body",,1,"3,133","Carbon:22.59,Nickel:8.85,Cadmium:0.91,Tungsten:0.64",,0.19,No,Ebel,"2021-09-04 13:03:36","https://www.edsm.net/en/system/bodies/id/68712311/name/Prooe+Hypue+EA-H+c13-53/details/idB/339265788/nameB/Prooe Hypue EA-H c13-53 BC 1 e 80"
82,"Prooe Hypue EA-H c13-53 BC 2",Planet,"Class II gas giant",,,"75,979",,"2:Metal Rich,Icy",7.1,No,Ebel,"2021-09-04 13:00:02","https://www.edsm.net/en/system/bodies/id/68712311/name/Prooe+Hypue+EA-H+c13-53/details/idB/339265154/nameB/Prooe Hypue EA-H c13-53 BC 2 82"
85,"Prooe Hypue EA-H c13-53 BC 2 a",Planet,"Icy body",,1,"1,263","Carbon:22.08,Nickel:8.9,Cadmium:0.91,Niobium:0.8",,0.08,No,Ebel,"2021-09-04 13:00:10","https://www.edsm.net/en/system/bodies/id/68712311/name/Prooe+Hypue+EA-H+c13-53/details/idB/339265214/nameB/Prooe Hypue EA-H c13-53 BC 2 a 85"
86,"Prooe Hypue EA-H c13-53 BC 2 b",Planet,"Icy body",,1,"1,175","Carbon:23.01,Nickel:9.28,Vanadium:3.01,Yttrium:0.73,Tungsten:0.67",,0.07,No,Ebel,"2021-09-04 13:00:14","https://www.edsm.net/en/system/bodies/id/68712311/name/Prooe+Hypue+EA-H+c13-53/details/idB/339265219/nameB/Prooe Hypue EA-H c13-53 BC 2 b 86"
87,"Prooe Hypue EA-H c13-53 BC 2 c",Planet,"Icy body",,1,"1,888","Carbon:22.62,Nickel:9.12,Vanadium:2.96,Niobium:0.82,Tungsten:0.66",,0.11,No,Ebel,"2021-09-04 13:00:19","https://www.edsm.net/en/system/bodies/id/68712311/name/Prooe+Hypue+EA-H+c13-53/details/idB/339265224/nameB/Prooe Hypue EA-H c13-53 BC 2 c 87"
88,"Prooe Hypue EA-H c13-53 BC 2 d",Planet,"Icy body",,,"1,709",,,0.1,No,Ebel,"2021-09-04 13:00:25","https://www.edsm.net/en/system/bodies/id/68712311/name/Prooe+Hypue+EA-H+c13-53/details/idB/339265273/nameB/Prooe Hypue EA-H c13-53 BC 2 d 88"
89,"Prooe Hypue EA-H c13-53 BC 2 e",Planet,"Icy body",,,"1,718",,,0.1,No,Ebel,"2021-09-04 13:00:32","https://www.edsm.net/en/system/bodies/id/68712311/name/Prooe+Hypue+EA-H+c13-53/details/idB/339265281/nameB/Prooe Hypue EA-H c13-53 BC 2 e 89"
90,"Prooe Hypue EA-H c13-53 BC 2 e a",Planet,"Icy body",,,742,,,0.04,No,Ebel,"2021-09-04 13:00:36","https://www.edsm.net/en/system/bodies/id/68712311/name/Prooe+Hypue+EA-H+c13-53/details/idB/339265286/nameB/Prooe Hypue EA-H c13-53 BC 2 e a 90"
91,"Prooe Hypue EA-H c13-53 BC 3",Planet,"Icy body",,,"16,886",,,2.43,No,Ebel,"2021-09-04 13:00:51","https://www.edsm.net/en/system/bodies/id/68712311/name/Prooe+Hypue+EA-H+c13-53/details/idB/339265329/nameB/Prooe Hypue EA-H c13-53 BC 3 91"
92,"Prooe Hypue EA-H c13-53 BC 4",Planet,"Icy body",,,"22,035",,1:Icy,5.44,No,Ebel,"2021-09-04 13:01:05","https://www.edsm.net/en/system/bodies/id/68712311/name/Prooe+Hypue+EA-H+c13-53/details/idB/339265345/nameB/Prooe Hypue EA-H c13-53 BC 4 92"
94,"Prooe Hypue EA-H c13-53 BC 4 a",Planet,"Icy body",,,"8,483",,1:Icy,0.61,No,Ebel,"2021-09-04 13:01:10","https://www.edsm.net/en/system/bodies/id/68712311/name/Prooe+Hypue+EA-H+c13-53/details/idB/339265385/nameB/Prooe Hypue EA-H c13-53 BC 4 a 94"
4,"Prooe Hypue EA-H c13-53 C",Star,"L (Brown dwarf) Star",,0,0,,,0,0,Ebel,"2021-09-04 12:57:05","https://www.edsm.net/en/system/bodies/id/68712311/name/Prooe+Hypue+EA-H+c13-53/details/idB/339264480/nameB/Prooe Hypue EA-H c13-53 C 4"
66,"Prooe Hypue EA-H c13-53 C 1",Planet,"High metal content world",,1,"1,795","Nickel:16.05,Carbon:12.66,Germanium:4.42,Cadmium:1.65",,0.26,No,Ebel,"2021-09-04 13:02:19","https://www.edsm.net/en/system/bodies/id/68712311/name/Prooe+Hypue+EA-H+c13-53/details/idB/339265587/nameB/Prooe Hypue EA-H c13-53 C 1 66"
67,"Prooe Hypue EA-H c13-53 C 2",Planet,"High metal content world",,1,"1,050","Nickel:16,Carbon:12.62,Vanadium:5.2,Cadmium:1.64,Niobium:1.45,Polonium:0.59",,0.15,No,Ebel,"2021-09-04 13:02:38","https://www.edsm.net/en/system/bodies/id/68712311/name/Prooe+Hypue+EA-H+c13-53/details/idB/339265654/nameB/Prooe Hypue EA-H c13-53 C 2 67"
68,"Prooe Hypue EA-H c13-53 C 3",Planet,"High metal content world",,1,"1,380","Nickel:16.16,Carbon:12.58,Germanium:4.39,Cadmium:1.66,Niobium:1.46",,0.2,No,Ebel,"2021-09-04 13:02:34","https://www.edsm.net/en/system/bodies/id/68712311/name/Prooe+Hypue+EA-H+c13-53/details/idB/339265648/nameB/Prooe Hypue EA-H c13-53 C 3 68"
69,"Prooe Hypue EA-H c13-53 C 3 a",Planet,"Rocky body",,1,593,"Nickel:15.02,Carbon:14.95,Germanium:5.22,Niobium:1.36",,0.07,No,Ebel,"2021-09-04 13:02:28","https://www.edsm.net/en/system/bodies/id/68712311/name/Prooe+Hypue+EA-H+c13-53/details/idB/339265596/nameB/Prooe Hypue EA-H c13-53 C 3 a 69"
70,"Prooe Hypue EA-H c13-53 C 4",Planet,"High metal content world",,1,"1,383","Nickel:17,Carbon:13.3,Vanadium:5.52,Germanium:4.65",,0.2,No,Ebel,"2021-09-04 13:02:44","https://www.edsm.net/en/system/bodies/id/68712311/name/Prooe+Hypue+EA-H+c13-53/details/idB/339265659/nameB/Prooe Hypue EA-H c13-53 C 4 70"
71,"Prooe Hypue EA-H c13-53 C 4 a",Planet,"Rocky body",,1,509,"Nickel:15.49,Carbon:15.41,Tungsten:1.12",,0.06,No,Ebel,"2021-09-04 13:02:48","https://www.edsm.net/en/system/bodies/id/68712311/name/Prooe+Hypue+EA-H+c13-53/details/idB/339265663/nameB/Prooe Hypue EA-H c13-53 C 4 a 71"
72,"Prooe Hypue EA-H c13-53 C 5",Planet,"High metal content world",,,"1,041",,,0.15,No,Ebel,"2021-09-04 13:02:54","https://www.edsm.net/en/system/bodies/id/68712311/name/Prooe+Hypue+EA-H+c13-53/details/idB/339265702/nameB/Prooe Hypue EA-H c13-53 C 5 72"
73,"Prooe Hypue EA-H c13-53 C 6",Planet,"High metal content world",,1,"1,029","Nickel:17.47,Carbon:13.78,Cadmium:1.79,Niobium:1.58",,0.15,No,Ebel,"2021-09-04 13:03:00","https://www.edsm.net/en/system/bodies/id/68712311/name/Prooe+Hypue+EA-H+c13-53/details/idB/339265707/nameB/Prooe Hypue EA-H c13-53 C 6 73"
