body,bodyName,Type,subType,maxValue,isLandable,radius,materials,rings,gravity,terraformable,discoveredBy,discoveredDt,EDSM
38,"Outorst LA-P c19-2 AB 1 a",Planet,"Icy body",,1,1962.59,"Sulphur:26.97,Carbon:22.68,Phosphorus:14.52,Iron:12.22,Nickel:9.25,Manganese:5.05,Selenium:4.22,Zinc:3.32,Molybdenum:0.8,Mercury:0.53,Technetium:0.44",,0.12,No,Shippo,"2019-08-29 00:21:39","https://www.edsm.net/en/system/bodies/id/14969918/name/Outorst+LA-P+c19-2/details/idB/134231366/nameB/Outorst LA-P c19-2 AB 1 a 38"
39,"Outorst LA-P c19-2 AB 1 b",Planet,"Icy body",,1,2030.27,"Sulphur:26.73,Carbon:22.48,Phosphorus:14.39,Iron:12.12,Nickel:9.16,Manganese:5,Selenium:4.18,Germanium:3.5,Tellurium:0.91,Molybdenum:0.79,Tin:0.73",,0.12,No,Shippo,"2019-08-29 00:21:41","https://www.edsm.net/en/system/bodies/id/14969918/name/Outorst+LA-P+c19-2/details/idB/134231368/nameB/Outorst LA-P c19-2 AB 1 b 39"
40,"Outorst LA-P c19-2 AB 1 c",Planet,"Icy body",,1,2580.68,"Sulphur:26.58,Carbon:22.35,Phosphorus:14.31,Iron:12.05,Nickel:9.11,Chromium:5.42,Manganese:4.98,Zinc:3.27,Ruthenium:0.74,Tungsten:0.66,Mercury:0.53",,0.16,No,Shippo,"2019-08-29 00:21:37","https://www.edsm.net/en/system/bodies/id/14969918/name/Outorst+LA-P+c19-2/details/idB/134231360/nameB/Outorst LA-P c19-2 AB 1 c 40"
41,"Outorst LA-P c19-2 AB 1 d",Planet,"Icy body",,1,1605.88,"Sulphur:26.91,Carbon:22.63,Phosphorus:14.49,Iron:12.19,Nickel:9.22,Manganese:5.04,Selenium:4.21,Vanadium:2.99,Niobium:0.83,Ruthenium:0.75,Tin:0.73",,0.1,No,Shippo,"2019-08-29 00:21:45","https://www.edsm.net/en/system/bodies/id/14969918/name/Outorst+LA-P+c19-2/details/idB/134231379/nameB/Outorst LA-P c19-2 AB 1 d 41"
42,"Outorst LA-P c19-2 AB 1 e",Planet,"Icy body",,1,1513.32,"Sulphur:26.85,Carbon:22.58,Phosphorus:14.45,Iron:12.17,Nickel:9.2,Manganese:5.03,Selenium:4.2,Vanadium:2.99,Cadmium:0.94,Niobium:0.83,Ruthenium:0.75",,0.09,No,Shippo,"2019-08-29 00:21:48","https://www.edsm.net/en/system/bodies/id/14969918/name/Outorst+LA-P+c19-2/details/idB/134231386/nameB/Outorst LA-P c19-2 AB 1 e 42"
43,"Outorst LA-P c19-2 AB 1 f",Planet,"Icy body",,1,1628.92,"Sulphur:26.72,Carbon:22.47,Phosphorus:14.38,Iron:12.11,Nickel:9.16,Manganese:5,Selenium:4.18,Germanium:3.5,Cadmium:0.94,Molybdenum:0.79,Antimony:0.74",,0.1,No,Shippo,"2019-08-29 00:21:51","https://www.edsm.net/en/system/bodies/id/14969918/name/Outorst+LA-P+c19-2/details/idB/134231392/nameB/Outorst LA-P c19-2 AB 1 f 43"
44,"Outorst LA-P c19-2 AB 2",Planet,"Icy body",,,12371.05,,1:Icy,1.34,No,Plofre,"2017-08-06 22:59:24","https://www.edsm.net/en/system/bodies/id/14969918/name/Outorst+LA-P+c19-2/details/idB/6774854/nameB/Outorst LA-P c19-2 AB 2 44"
46,"Outorst LA-P c19-2 AB 3",Planet,"Class I gas giant",,,48003.36,,,1.01,No,Plofre,"2017-08-06 22:59:25","https://www.edsm.net/en/system/bodies/id/14969918/name/Outorst+LA-P+c19-2/details/idB/6774855/nameB/Outorst LA-P c19-2 AB 3 46"
47,"Outorst LA-P c19-2 AB 3 a",Planet,"Icy body",,,891.41,,,0.05,No,Shippo,"2019-08-29 00:23:00","https://www.edsm.net/en/system/bodies/id/14969918/name/Outorst+LA-P+c19-2/details/idB/134231599/nameB/Outorst LA-P c19-2 AB 3 a 47"
48,"Outorst LA-P c19-2 AB 3 b",Planet,"Icy body",,,740.13,,,0.04,No,Shippo,"2019-08-29 00:23:02","https://www.edsm.net/en/system/bodies/id/14969918/name/Outorst+LA-P+c19-2/details/idB/134231601/nameB/Outorst LA-P c19-2 AB 3 b 48"
49,"Outorst LA-P c19-2 AB 3 c",Planet,"Icy body",,,1060.53,,,0.06,No,Shippo,"2019-08-29 00:22:55","https://www.edsm.net/en/system/bodies/id/14969918/name/Outorst+LA-P+c19-2/details/idB/134231564/nameB/Outorst LA-P c19-2 AB 3 c 49"
50,"Outorst LA-P c19-2 AB 3 d",Planet,"Icy body",,,1099.40,,,0.07,No,Shippo,"2019-08-29 00:22:58","https://www.edsm.net/en/system/bodies/id/14969918/name/Outorst+LA-P+c19-2/details/idB/134231588/nameB/Outorst LA-P c19-2 AB 3 d 50"
52,"Outorst LA-P c19-2 AB 3 e",Planet,"Icy body",,,1048.70,,,0.06,No,Shippo,"2019-08-29 00:23:06","https://www.edsm.net/en/system/bodies/id/14969918/name/Outorst+LA-P+c19-2/details/idB/134231613/nameB/Outorst LA-P c19-2 AB 3 e 52"
53,"Outorst LA-P c19-2 AB 3 f",Planet,"Icy body",,,970.01,,,0.06,No,Shippo,"2019-08-29 00:23:03","https://www.edsm.net/en/system/bodies/id/14969918/name/Outorst+LA-P+c19-2/details/idB/134231603/nameB/Outorst LA-P c19-2 AB 3 f 53"
54,"Outorst LA-P c19-2 AB 3 g",Planet,"Icy body",,,865.00,,,0.05,No,Shippo,"2019-08-29 00:23:08","https://www.edsm.net/en/system/bodies/id/14969918/name/Outorst+LA-P+c19-2/details/idB/134231617/nameB/Outorst LA-P c19-2 AB 3 g 54"
2,"Outorst LA-P c19-2 B",Star,"M (Red dwarf) Star",,0,0,,,0,0,Plofre,"2018-01-08 23:51:10","https://www.edsm.net/en/system/bodies/id/14969918/name/Outorst+LA-P+c19-2/details/idB/6774852/nameB/Outorst LA-P c19-2 B 2"
29,"Outorst LA-P c19-2 B 1",Planet,"High metal content world",,1,1619.36,"Iron:21.78,Nickel:16.47,Sulphur:15.34,Carbon:12.9,Chromium:9.79,Phosphorus:8.26,Zinc:5.92,Vanadium:5.35,Molybdenum:1.42,Tin:1.42,Ruthenium:1.34",,0.24,No,Shippo,"2019-08-29 00:22:14","https://www.edsm.net/en/system/bodies/id/14969918/name/Outorst+LA-P+c19-2/details/idB/134231440/nameB/Outorst LA-P c19-2 B 1 29"
30,"Outorst LA-P c19-2 B 2",Planet,"High metal content world",,1,1558.68,"Iron:23.8,Nickel:18,Sulphur:16.77,Carbon:14.1,Phosphorus:9.03,Zinc:6.47,Vanadium:5.84,Arsenic:2.23,Molybdenum:1.55,Tin:1.55,Polonium:0.67",,0.23,No,Shippo,"2019-08-29 00:22:11","https://www.edsm.net/en/system/bodies/id/14969918/name/Outorst+LA-P+c19-2/details/idB/134231434/nameB/Outorst LA-P c19-2 B 2 30"
31,"Outorst LA-P c19-2 B 3",Planet,"High metal content world",,1,1930.13,"Iron:23.95,Nickel:18.11,Sulphur:16.62,Carbon:13.97,Phosphorus:8.95,Vanadium:5.88,Germanium:4.95,Selenium:2.6,Cadmium:1.86,Niobium:1.64,Ruthenium:1.48",,0.29,No,Shippo,"2019-08-29 00:22:27","https://www.edsm.net/en/system/bodies/id/14969918/name/Outorst+LA-P+c19-2/details/idB/134231465/nameB/Outorst LA-P c19-2 B 3 31"
32,"Outorst LA-P c19-2 B 3 a",Planet,"Rocky body",,1,881.55,"Iron:19.77,Sulphur:17.57,Nickel:14.95,Carbon:14.78,Phosphorus:9.46,Chromium:8.89,Manganese:8.16,Zirconium:2.3,Cadmium:1.54,Tellurium:1.36,Tin:1.23",,0.11,No,Shippo,"2019-08-29 00:22:24","https://www.edsm.net/en/system/bodies/id/14969918/name/Outorst+LA-P+c19-2/details/idB/134231452/nameB/Outorst LA-P c19-2 B 3 a 32"
33,"Outorst LA-P c19-2 B 4",Planet,"High metal content world",,1,2296.13,"Iron:24.68,Nickel:18.66,Sulphur:17.38,Carbon:14.62,Phosphorus:9.36,Vanadium:6.06,Zirconium:2.87,Arsenic:2.32,Tin:1.61,Tungsten:1.35,Antimony:1.09",,0.34,No,Shippo,"2019-08-29 00:22:29","https://www.edsm.net/en/system/bodies/id/14969918/name/Outorst+LA-P+c19-2/details/idB/134231477/nameB/Outorst LA-P c19-2 B 4 33"
34,"Outorst LA-P c19-2 B 5",Planet,"High metal content world",,1,2063.80,"Iron:22.77,Nickel:17.22,Sulphur:16.04,Carbon:13.49,Manganese:9.4,Phosphorus:8.64,Vanadium:5.59,Zirconium:2.64,Molybdenum:1.49,Tin:1.48,Tellurium:1.24",,0.31,No,Shippo,"2019-08-29 00:21:56","https://www.edsm.net/en/system/bodies/id/14969918/name/Outorst+LA-P+c19-2/details/idB/134231408/nameB/Outorst LA-P c19-2 B 5 34"
35,"Outorst LA-P c19-2 B 6",Planet,"High metal content world",,1,2844.82,"Iron:22.75,Nickel:17.21,Sulphur:16.03,Carbon:13.48,Manganese:9.4,Phosphorus:8.63,Zinc:6.18,Zirconium:2.64,Niobium:1.56,Tin:1.48,Polonium:0.64",,0.44,No,Shippo,"2019-08-29 00:22:31","https://www.edsm.net/en/system/bodies/id/14969918/name/Outorst+LA-P+c19-2/details/idB/134231483/nameB/Outorst LA-P c19-2 B 6 35"
