body,bodyName,Type,subType,maxValue,isLandable,radius,materials,rings,gravity,terraformable,discoveredBy,discoveredDt,EDSM
21,"NGC 3199 Sector DG-X c1-8 B 5",Planet,"High metal content world",,1,2636.84,"Iron:21.07,Nickel:15.94,Sulphur:14.8,Carbon:12.45,Chromium:9.48,Manganese:8.7,Phosphorus:7.97,Zinc:5.73,Molybdenum:1.38,Tin:1.36,Tellurium:1.13",,0.4,No,Ishmair,"2018-03-23 20:58:26","https://www.edsm.net/en/system/bodies/id/147893/name/NGC+3199+Sector+DG-X+c1-8/details/idB/16365618/nameB/NGC 3199 Sector DG-X c1-8 B 5 21"
36,"NGC 3199 Sector DG-X c1-8 BC 1",Planet,"Class I gas giant",,,68026.14,,"1 ring<br/>Icy",1.72,No,Ishmair,"2018-03-23 21:01:45","https://www.edsm.net/en/system/bodies/id/147893/name/NGC+3199+Sector+DG-X+c1-8/details/idB/16365775/nameB/NGC 3199 Sector DG-X c1-8 BC 1 36"
38,"NGC 3199 Sector DG-X c1-8 BC 1 a",Planet,"Icy body",,,918.60,,,0.05,No,Ishmair,"2018-03-23 21:04:43","https://www.edsm.net/en/system/bodies/id/147893/name/NGC+3199+Sector+DG-X+c1-8/details/idB/16365907/nameB/NGC 3199 Sector DG-X c1-8 BC 1 a 38"
39,"NGC 3199 Sector DG-X c1-8 BC 1 b",Planet,"Icy body",,,1182.00,,,0.07,No,Ishmair,"2018-03-23 21:05:09","https://www.edsm.net/en/system/bodies/id/147893/name/NGC+3199+Sector+DG-X+c1-8/details/idB/16365933/nameB/NGC 3199 Sector DG-X c1-8 BC 1 b 39"
40,"NGC 3199 Sector DG-X c1-8 BC 1 c",Planet,"Icy body",,,1006.64,,,0.06,No,Ishmair,"2018-03-23 21:04:08","https://www.edsm.net/en/system/bodies/id/147893/name/NGC+3199+Sector+DG-X+c1-8/details/idB/16365884/nameB/NGC 3199 Sector DG-X c1-8 BC 1 c 40"
41,"NGC 3199 Sector DG-X c1-8 BC 1 d",Planet,"Icy body",,,1201.76,,,0.07,No,Ishmair,"2018-03-23 21:03:32","https://www.edsm.net/en/system/bodies/id/147893/name/NGC+3199+Sector+DG-X+c1-8/details/idB/16365858/nameB/NGC 3199 Sector DG-X c1-8 BC 1 d 41"
42,"NGC 3199 Sector DG-X c1-8 BC 1 e",Planet,"Icy body",,,1028.21,,,0.06,No,Ishmair,"2018-03-23 21:05:49","https://www.edsm.net/en/system/bodies/id/147893/name/NGC+3199+Sector+DG-X+c1-8/details/idB/16365960/nameB/NGC 3199 Sector DG-X c1-8 BC 1 e 42"
43,"NGC 3199 Sector DG-X c1-8 BC 1 f",Planet,"Icy body",,,903.41,,,0.05,No,Ishmair,"2018-03-23 21:06:24","https://www.edsm.net/en/system/bodies/id/147893/name/NGC+3199+Sector+DG-X+c1-8/details/idB/16365989/nameB/NGC 3199 Sector DG-X c1-8 BC 1 f 43"
44,"NGC 3199 Sector DG-X c1-8 BC 2",Planet,"Class I gas giant",,,54531.61,,"3 rings<br/>",0.92,,Baton,"2017-11-20 21:25:29","https://www.edsm.net/en/system/bodies/id/147893/name/NGC+3199+Sector+DG-X+c1-8/details/idB/10245161/nameB/NGC 3199 Sector DG-X c1-8 BC 2 44"
47,"NGC 3199 Sector DG-X c1-8 BC 2 a",Planet,"Icy body",,1,876.09,"Sulphur:26.52,Carbon:22.3,Phosphorus:14.28,Iron:12.05,Nickel:9.11,Chromium:5.42,Manganese:4.98,Vanadium:2.96,Tellurium:0.89,Niobium:0.82,Tungsten:0.66",,0.05,No,Ishmair,"2018-03-23 21:10:32","https://www.edsm.net/en/system/bodies/id/147893/name/NGC+3199+Sector+DG-X+c1-8/details/idB/16366176/nameB/NGC 3199 Sector DG-X c1-8 BC 2 a 47"
49,"NGC 3199 Sector DG-X c1-8 BC 2 b",Planet,"Icy body",,1,2189.57,"Sulphur:27.54,Carbon:23.15,Phosphorus:14.82,Iron:12.12,Nickel:9.17,Manganese:5.01,Germanium:3.18,Vanadium:2.98,Ruthenium:0.75,Tin:0.75,Mercury:0.53",,0.13,No,Ishmair,"2018-03-23 21:09:55","https://www.edsm.net/en/system/bodies/id/147893/name/NGC+3199+Sector+DG-X+c1-8/details/idB/16366147/nameB/NGC 3199 Sector DG-X c1-8 BC 2 b 49"
4,"NGC 3199 Sector DG-X c1-8 C",Star,"L (Brown dwarf) Star",,0,0,,,0,0,Baton,"2017-11-20 20:01:55","https://www.edsm.net/en/system/bodies/id/147893/name/NGC+3199+Sector+DG-X+c1-8/details/idB/10241715/nameB/NGC 3199 Sector DG-X c1-8 C 4"
27,"NGC 3199 Sector DG-X c1-8 C 1",Planet,"High metal content world",,1,439.92,"Iron:21.93,Nickel:16.58,Sulphur:15.4,Carbon:12.95,Manganese:9.05,Phosphorus:8.29,Zinc:5.96,Vanadium:5.38,Cadmium:1.7,Molybdenum:1.43,Yttrium:1.31",,0.06,,Baton,"2017-11-20 20:11:08","https://www.edsm.net/en/system/bodies/id/147893/name/NGC+3199+Sector+DG-X+c1-8/details/idB/10242074/nameB/NGC 3199 Sector DG-X c1-8 C 1 27"
28,"NGC 3199 Sector DG-X c1-8 C 2",Planet,"High metal content world",,1,462.27,"Iron:21.27,Nickel:16.09,Sulphur:14.95,Carbon:12.57,Chromium:9.57,Manganese:8.79,Phosphorus:8.05,Vanadium:5.22,Molybdenum:1.39,Tungsten:1.17,Antimony:0.93",,0.06,No,Ishmair,"2018-03-23 20:53:36","https://www.edsm.net/en/system/bodies/id/147893/name/NGC+3199+Sector+DG-X+c1-8/details/idB/16365418/nameB/NGC 3199 Sector DG-X c1-8 C 2 28"
29,"NGC 3199 Sector DG-X c1-8 C 3",Planet,"High metal content world",,1,482.40,"Iron:21.71,Nickel:16.42,Sulphur:15.25,Carbon:12.83,Chromium:9.76,Manganese:8.97,Phosphorus:8.21,Selenium:2.39,Cadmium:1.69,Niobium:1.48,Yttrium:1.3",,0.07,No,Ishmair,"2018-03-23 20:52:44","https://www.edsm.net/en/system/bodies/id/147893/name/NGC+3199+Sector+DG-X+c1-8/details/idB/16365379/nameB/NGC 3199 Sector DG-X c1-8 C 3 29"
30,"NGC 3199 Sector DG-X c1-8 C 4",Planet,"High metal content world",,1,550.39,"Iron:21.16,Nickel:16,Sulphur:14.87,Carbon:12.5,Chromium:9.52,Manganese:8.74,Phosphorus:8,Vanadium:5.2,Cadmium:1.64,Niobium:1.45,Antimony:0.93",,0.08,No,Ishmair,"2018-03-23 20:54:15","https://www.edsm.net/en/system/bodies/id/147893/name/NGC+3199+Sector+DG-X+c1-8/details/idB/16365444/nameB/NGC 3199 Sector DG-X c1-8 C 4 30"
32,"NGC 3199 Sector DG-X c1-8 C 5",Planet,"High metal content world",,,434.49,,,0.06,No,Ishmair,"2018-03-23 20:56:01","https://www.edsm.net/en/system/bodies/id/147893/name/NGC+3199+Sector+DG-X+c1-8/details/idB/16365510/nameB/NGC 3199 Sector DG-X c1-8 C 5 32"
33,"NGC 3199 Sector DG-X c1-8 C 6",Planet,"High metal content world",,,424.24,,,0.06,No,Ishmair,"2018-03-23 20:55:43","https://www.edsm.net/en/system/bodies/id/147893/name/NGC+3199+Sector+DG-X+c1-8/details/idB/16365499/nameB/NGC 3199 Sector DG-X c1-8 C 6 33"
34,"NGC 3199 Sector DG-X c1-8 C 7",Planet,"High metal content world",,1,481.12,"Iron:21.46,Nickel:16.23,Sulphur:15.08,Carbon:12.68,Chromium:9.65,Manganese:8.86,Phosphorus:8.12,Germanium:4.46,Niobium:1.47,Tin:1.38,Polonium:0.6",,0.07,No,Ishmair,"2018-03-23 20:56:20","https://www.edsm.net/en/system/bodies/id/147893/name/NGC+3199+Sector+DG-X+c1-8/details/idB/16365523/nameB/NGC 3199 Sector DG-X c1-8 C 7 34"
35,"NGC 3199 Sector DG-X c1-8 C 8",Planet,"High metal content world",,1,470.28,"Iron:22.28,Nickel:16.85,Sulphur:15.65,Carbon:13.16,Manganese:9.2,Phosphorus:8.43,Zinc:6.05,Germanium:4.63,Tin:1.44,Yttrium:1.33,Mercury:0.97",,0.07,No,Ishmair,"2018-03-23 20:57:04","https://www.edsm.net/en/system/bodies/id/147893/name/NGC+3199+Sector+DG-X+c1-8/details/idB/16365558/nameB/NGC 3199 Sector DG-X c1-8 C 8 35"
