body,bodyName,Type,subType,maxValue,isLandable,radius,materials,rings,gravity,terraformable,discoveredBy,discoveredDt,EDSM
26,"Bloo Eop YM-L c24-0 3 b",Planet,"Icy body",,1,2867.36,"Sulphur:27.18,Carbon:22.86,Phosphorus:14.63,Iron:11.93,Nickel:9.02,Chromium:5.36,Germanium:3.45,Zinc:3.24,Niobium:0.82,Molybdenum:0.78,Ruthenium:0.74",,0.18,No,"stachu ziótko","2022-12-04 23:01:14","https://www.edsm.net/en/system/bodies/id/77912000/name/Bloo+Eop+YM-L+c24-0/details/idB/420183030/nameB/Bloo Eop YM-L c24-0 3 b 26"
27,"Bloo Eop YM-L c24-0 3 c",Planet,"Icy body",,1,3070.31,"Sulphur:27.39,Carbon:23.03,Phosphorus:14.75,Iron:12.19,Nickel:9.22,Selenium:4.29,Germanium:3.52,Zinc:3.31,Niobium:0.83,Antimony:0.74,Tin:0.73",,0.19,No,"stachu ziótko","2022-12-04 23:01:18","https://www.edsm.net/en/system/bodies/id/77912000/name/Bloo+Eop+YM-L+c24-0/details/idB/420183039/nameB/Bloo Eop YM-L c24-0 3 c 27"
29,"Bloo Eop YM-L c24-0 3 d",Planet,"Icy body",,,4667.61,,"1 ring<br/>Icy",0.3,No,"stachu ziótko","2022-12-04 23:01:26","https://www.edsm.net/en/system/bodies/id/77912000/name/Bloo+Eop+YM-L+c24-0/details/idB/420183046/nameB/Bloo Eop YM-L c24-0 3 d 29"
44,"Bloo Eop YM-L c24-0 4",Planet,"Class I gas giant",,,39575.51,,"2 rings<br/>",1.56,No,"stachu ziótko","2022-12-04 23:03:16","https://www.edsm.net/en/system/bodies/id/77912000/name/Bloo+Eop+YM-L+c24-0/details/idB/420183286/nameB/Bloo Eop YM-L c24-0 4 44"
47,"Bloo Eop YM-L c24-0 4 a",Planet,"Icy body",,,569.80,,,0.03,No,"stachu ziótko","2022-12-04 23:03:31","https://www.edsm.net/en/system/bodies/id/77912000/name/Bloo+Eop+YM-L+c24-0/details/idB/420183308/nameB/Bloo Eop YM-L c24-0 4 a 47"
48,"Bloo Eop YM-L c24-0 4 b",Planet,"Icy body",,1,614.77,"Sulphur:27.54,Carbon:23.16,Phosphorus:14.83,Iron:12.39,Nickel:9.38,Manganese:5.12,Germanium:3.59,Zirconium:1.44,Cadmium:0.96,Niobium:0.85,Yttrium:0.74",,0.04,No,"stachu ziótko","2022-12-04 23:03:26","https://www.edsm.net/en/system/bodies/id/77912000/name/Bloo+Eop+YM-L+c24-0/details/idB/420183304/nameB/Bloo Eop YM-L c24-0 4 b 48"
49,"Bloo Eop YM-L c24-0 4 c",Planet,"Icy body",,,890.46,,,0.05,No,"stachu ziótko","2022-12-04 23:03:21","https://www.edsm.net/en/system/bodies/id/77912000/name/Bloo+Eop+YM-L+c24-0/details/idB/420183299/nameB/Bloo Eop YM-L c24-0 4 c 49"
50,"Bloo Eop YM-L c24-0 4 d",Planet,"Icy body",,,969.73,,,0.06,No,"stachu ziótko","2022-12-04 23:03:40","https://www.edsm.net/en/system/bodies/id/77912000/name/Bloo+Eop+YM-L+c24-0/details/idB/420183331/nameB/Bloo Eop YM-L c24-0 4 d 50"
51,"Bloo Eop YM-L c24-0 4 e",Planet,"Icy body",,,799.00,,,0.05,No,"stachu ziótko","2022-12-04 23:03:42","https://www.edsm.net/en/system/bodies/id/77912000/name/Bloo+Eop+YM-L+c24-0/details/idB/420183340/nameB/Bloo Eop YM-L c24-0 4 e 51"
52,"Bloo Eop YM-L c24-0 4 f",Planet,"Icy body",,,1034.63,,,0.06,No,"stachu ziótko","2022-12-04 23:03:44","https://www.edsm.net/en/system/bodies/id/77912000/name/Bloo+Eop+YM-L+c24-0/details/idB/420183343/nameB/Bloo Eop YM-L c24-0 4 f 52"
53,"Bloo Eop YM-L c24-0 4 g",Planet,"Icy body",,,836.13,,,0.05,No,"stachu ziótko","2022-12-04 23:03:35","https://www.edsm.net/en/system/bodies/id/77912000/name/Bloo+Eop+YM-L+c24-0/details/idB/420183314/nameB/Bloo Eop YM-L c24-0 4 g 53"
64,"Bloo Eop YM-L c24-0 5",Planet,"Icy body",,,19205.66,,"1 ring<br/>Icy",2.67,No,"stachu ziótko","2022-12-04 23:01:57","https://www.edsm.net/en/system/bodies/id/77912000/name/Bloo+Eop+YM-L+c24-0/details/idB/420183114/nameB/Bloo Eop YM-L c24-0 5 64"
66,"Bloo Eop YM-L c24-0 5 a",Planet,"Icy body",,1,622.83,"Sulphur:27.64,Carbon:23.24,Phosphorus:14.88,Iron:12.47,Nickel:9.43,Manganese:5.15,Germanium:3.61,Zirconium:1.45,Cadmium:0.97,Niobium:0.85,Polonium:0.32",,0.04,No,"stachu ziótko","2022-12-04 23:02:03","https://www.edsm.net/en/system/bodies/id/77912000/name/Bloo+Eop+YM-L+c24-0/details/idB/420183124/nameB/Bloo Eop YM-L c24-0 5 a 66"
67,"Bloo Eop YM-L c24-0 5 b",Planet,"Icy body",,1,600.23,"Sulphur:27.92,Carbon:23.48,Phosphorus:15.03,Iron:12.59,Nickel:9.53,Selenium:4.37,Zinc:3.42,Arsenic:1.63,Ruthenium:0.78,Tungsten:0.69,Mercury:0.55",,0.04,No,"stachu ziótko","2022-12-04 23:02:06","https://www.edsm.net/en/system/bodies/id/77912000/name/Bloo+Eop+YM-L+c24-0/details/idB/420183130/nameB/Bloo Eop YM-L c24-0 5 b 67"
68,"Bloo Eop YM-L c24-0 5 c",Planet,"Icy body",,1,629.31,"Sulphur:27.09,Carbon:22.78,Phosphorus:14.59,Iron:12.22,Nickel:9.24,Manganese:5.05,Germanium:3.54,Zinc:3.32,Tellurium:0.92,Tin:0.73,Mercury:0.53",,0.04,No,"stachu ziótko","2022-12-04 23:01:41","https://www.edsm.net/en/system/bodies/id/77912000/name/Bloo+Eop+YM-L+c24-0/details/idB/420183076/nameB/Bloo Eop YM-L c24-0 5 c 68"
69,"Bloo Eop YM-L c24-0 5 d",Planet,"Icy body",,1,604.21,"Sulphur:27.5,Carbon:23.13,Phosphorus:14.81,Iron:12.4,Nickel:9.38,Chromium:5.58,Zinc:3.37,Arsenic:1.6,Molybdenum:0.81,Yttrium:0.74,Tungsten:0.68",,0.04,No,"stachu ziótko","2022-12-04 23:01:45","https://www.edsm.net/en/system/bodies/id/77912000/name/Bloo+Eop+YM-L+c24-0/details/idB/420183083/nameB/Bloo Eop YM-L c24-0 5 d 69"
70,"Bloo Eop YM-L c24-0 5 e",Planet,"Icy body",,1,788.53,"Sulphur:27.16,Carbon:22.84,Phosphorus:14.62,Iron:12.4,Nickel:9.38,Selenium:4.25,Germanium:3.58,Vanadium:3.04,Cadmium:0.96,Tellurium:0.93,Niobium:0.85",,0.05,No,"stachu ziótko","2022-12-04 23:01:47","https://www.edsm.net/en/system/bodies/id/77912000/name/Bloo+Eop+YM-L+c24-0/details/idB/420183089/nameB/Bloo Eop YM-L c24-0 5 e 70"
