body,bodyName,Type,subType,maxValue,isLandable,radius,materials,rings,gravity,terraformable,discoveredBy,discoveredDt,EDSM
16,"Flyoo Flyoae BV-X e1-15 CD 4 a",Planet,"Rocky body",,1,1210.00,"Iron:19.25,Sulphur:17.24,Nickel:14.56,Carbon:14.5,Phosphorus:9.28,Chromium:8.66,Manganese:7.95,Germanium:5.1,Niobium:1.32,Antimony:1.08,Tungsten:1.06",,0.15,No,"Oleg Pugachev","2020-07-16 19:59:03","https://www.edsm.net/en/system/bodies/id/54602861/name/Flyoo+Flyoae+BV-X+e1-15/details/idB/221878042/nameB/Flyoo Flyoae BV-X e1-15 CD 4 a 16"
17,"Flyoo Flyoae BV-X e1-15 CD 5",Planet,"High metal content world",,1,2533.28,"Iron:23.95,Nickel:18.11,Sulphur:17.01,Carbon:14.3,Phosphorus:9.16,Vanadium:5.88,Germanium:5.03,Arsenic:2.25,Tin:1.56,Yttrium:1.43,Tungsten:1.31",,0.38,No,"Oleg Pugachev","2020-07-16 19:57:12","https://www.edsm.net/en/system/bodies/id/54602861/name/Flyoo+Flyoae+BV-X+e1-15/details/idB/221877397/nameB/Flyoo Flyoae BV-X e1-15 CD 5 17"
19,"Flyoo Flyoae BV-X e1-15 CD 6",Planet,"High metal content world",,1,2650.11,"Iron:21.67,Nickel:16.39,Sulphur:15.39,Carbon:12.94,Chromium:9.74,Manganese:8.95,Phosphorus:8.28,Selenium:2.41,Niobium:1.48,Tin:1.42,Ruthenium:1.34",,0.4,No,"Oleg Pugachev","2020-07-16 19:56:58","https://www.edsm.net/en/system/bodies/id/54602861/name/Flyoo+Flyoae+BV-X+e1-15/details/idB/221877327/nameB/Flyoo Flyoae BV-X e1-15 CD 6 19"
20,"Flyoo Flyoae BV-X e1-15 CD 7",Planet,"High metal content world",,1,2416.52,"Iron:22.59,Nickel:17.09,Sulphur:16.05,Carbon:13.49,Chromium:10.16,Phosphorus:8.64,Vanadium:5.55,Zirconium:2.62,Tin:1.48,Yttrium:1.35,Mercury:0.99",,0.36,No,"Oleg Pugachev","2020-07-16 19:57:05","https://www.edsm.net/en/system/bodies/id/54602861/name/Flyoo+Flyoae+BV-X+e1-15/details/idB/221877365/nameB/Flyoo Flyoae BV-X e1-15 CD 7 20"
7,"Flyoo Flyoae BV-X e1-15 D",Star,"M (Red dwarf) Star",,0,0,,,0,0,"Oleg Pugachev","2020-07-16 19:55:59","https://www.edsm.net/en/system/bodies/id/54602861/name/Flyoo+Flyoae+BV-X+e1-15/details/idB/221877122/nameB/Flyoo Flyoae BV-X e1-15 D 7"
8,"Flyoo Flyoae BV-X e1-15 E",Star,"G (White-Yellow) Star",,0,0,,,0,0,"Oleg Pugachev","2020-07-16 19:55:59","https://www.edsm.net/en/system/bodies/id/54602861/name/Flyoo+Flyoae+BV-X+e1-15/details/idB/221877125/nameB/Flyoo Flyoae BV-X e1-15 E 8"
21,"Flyoo Flyoae BV-X e1-15 E 1",Planet,"High metal content world",,,6859.66,,,1.3,No,"Oleg Pugachev","2020-07-16 20:01:48","https://www.edsm.net/en/system/bodies/id/54602861/name/Flyoo+Flyoae+BV-X+e1-15/details/idB/221879209/nameB/Flyoo Flyoae BV-X e1-15 E 1 21"
22,"Flyoo Flyoae BV-X e1-15 E 2",Planet,"High metal content world",,,5022.83,,,0.86,No,"Oleg Pugachev","2020-07-16 20:01:53","https://www.edsm.net/en/system/bodies/id/54602861/name/Flyoo+Flyoae+BV-X+e1-15/details/idB/221879244/nameB/Flyoo Flyoae BV-X e1-15 E 2 22"
23,"Flyoo Flyoae BV-X e1-15 E 3",Planet,"High metal content world",,,5142.74,,,0.88,No,"Oleg Pugachev","2020-07-16 20:02:06","https://www.edsm.net/en/system/bodies/id/54602861/name/Flyoo+Flyoae+BV-X+e1-15/details/idB/221879342/nameB/Flyoo Flyoae BV-X e1-15 E 3 23"
24,"Flyoo Flyoae BV-X e1-15 E 4",Planet,"High metal content world",,,6969.31,,,1.33,No,"Oleg Pugachev","2020-07-16 20:01:59","https://www.edsm.net/en/system/bodies/id/54602861/name/Flyoo+Flyoae+BV-X+e1-15/details/idB/221879290/nameB/Flyoo Flyoae BV-X e1-15 E 4 24"
